datetime,open,high,low,close,volume
2024-03-01 00:00:00,61203.3,61275.3,61199.4,61274.4,340.739
2024-02-29 23:59:00,61226.6,61239.9,61173.1,61203.3,454.519
2024-02-29 23:58:00,61312.7,61312.8,61211.6,61226.6,303.722
2024-02-29 23:57:00,61372.5,61372.6,61312.7,61312.7,74.56
2024-02-29 23:56:00,61332.8,61372.6,61330.2,61372.5,101.252
2024-02-29 23:55:00,61312.5,61350.5,61312.5,61332.8,177.372
2024-02-29 23:54:00,61317.4,61330.1,61312.5,61312.5,94.388
2024-02-29 23:53:00,61343.9,61352.4,61312.5,61317.4,125.944
2024-02-29 23:52:00,61391.3,61396.6,61327.4,61343.9,162.344
2024-02-29 23:51:00,61412.0,61415.7,61382.1,61391.3,131.649
2024-02-29 23:50:00,61464.4,61478.3,61404.9,61412.0,122.349
2024-02-29 23:49:00,61477.2,61477.2,61444.4,61464.5,76.042
2024-02-29 23:48:00,61499.0,61499.1,61475.3,61477.2,43.932
2024-02-29 23:47:00,61484.5,61524.9,61477.6,61499.0,70.86
2024-02-29 23:46:00,61426.4,61484.6,61426.4,61484.6,80.291
2024-02-29 23:45:00,61441.2,61455.6,61406.9,61426.5,84.202
2024-02-29 23:44:00,61443.8,61443.9,61419.6,61441.2,60.809
2024-02-29 23:43:00,61448.0,61448.0,61407.1,61443.8,165.325
2024-02-29 23:42:00,61513.9,61514.0,61443.1,61448.0,161.275
2024-02-29 23:41:00,61550.5,61564.8,61500.0,61513.9,81.878
2024-02-29 23:40:00,61563.8,61574.6,61550.1,61550.4,53.659
2024-02-29 23:39:00,61552.1,61564.4,61550.0,61563.7,50.064
2024-02-29 23:38:00,61552.1,61574.1,61552.1,61552.2,92.962
2024-02-29 23:37:00,61561.4,61570.0,61549.3,61552.1,116.884
2024-02-29 23:36:00,61526.2,61561.4,61526.2,61561.3,153.645
2024-02-29 23:35:00,61450.1,61526.3,61450.0,61526.3,169.552
2024-02-29 23:34:00,61411.1,61463.2,61386.0,61450.0,195.873
2024-02-29 23:33:00,61550.0,61550.1,61403.0,61410.0,445.689
2024-02-29 23:32:00,61580.0,61585.7,61550.0,61550.1,164.023
2024-02-29 23:31:00,61527.2,61600.0,61527.2,61580.0,234.309
2024-02-29 23:30:00,61516.7,61536.4,61516.7,61527.3,77.118
2024-02-29 23:29:00,61506.8,61560.0,61506.8,61516.8,183.4
2024-02-29 23:28:00,61483.8,61510.3,61483.8,61506.9,42.0
2024-02-29 23:27:00,61508.2,61519.7,61469.5,61483.8,84.199
2024-02-29 23:26:00,61480.1,61523.3,61480.1,61508.3,65.243
2024-02-29 23:25:00,61467.1,61548.6,61466.9,61480.1,325.76
2024-02-29 23:24:00,61457.4,61493.5,61457.4,61467.2,130.767
2024-02-29 23:23:00,61440.7,61462.8,61427.7,61457.5,91.618
2024-02-29 23:22:00,61432.0,61458.3,61429.9,61440.7,127.009
2024-02-29 23:21:00,61447.0,61454.4,61427.4,61432.1,69.553
2024-02-29 23:20:00,61417.7,61484.4,61393.1,61447.1,588.594
2024-02-29 23:19:00,61395.3,61438.8,61395.3,61415.8,135.788
2024-02-29 23:18:00,61386.3,61424.1,61380.0,61395.4,73.24
2024-02-29 23:17:00,61405.4,61409.9,61365.3,61386.3,124.403
2024-02-29 23:16:00,61355.4,61413.2,61354.1,61405.4,208.101
2024-02-29 23:15:00,61303.1,61355.5,61288.5,61355.5,118.888
2024-02-29 23:14:00,61309.5,61320.3,61278.1,61303.2,80.605
2024-02-29 23:13:00,61354.8,61354.8,61309.5,61309.6,83.352
2024-02-29 23:12:00,61292.9,61354.8,61292.9,61354.8,81.581
2024-02-29 23:11:00,61319.7,61335.5,61253.9,61292.9,209.056
2024-02-29 23:10:00,61261.2,61329.7,61258.7,61319.8,95.633
2024-02-29 23:09:00,61305.5,61306.2,61261.1,61261.1,160.986
2024-02-29 23:08:00,61379.3,61382.2,61275.1,61305.5,294.848
2024-02-29 23:07:00,61406.7,61445.9,61379.3,61379.3,122.219
2024-02-29 23:06:00,61419.4,61445.4,61402.1,61406.6,182.81
2024-02-29 23:05:00,61379.2,61419.5,61354.7,61419.5,141.314
2024-02-29 23:04:00,61350.5,61388.0,61318.3,61379.2,146.913
2024-02-29 23:03:00,61362.9,61387.1,61329.6,61350.6,159.245
2024-02-29 23:02:00,61290.0,61373.5,61288.0,61363.0,183.755
2024-02-29 23:01:00,61368.3,61368.4,61280.7,61290.0,224.074
2024-02-29 23:00:00,61290.4,61368.4,61227.4,61368.4,402.143
2024-02-29 22:59:00,61317.1,61333.1,61290.4,61290.5,101.786
2024-02-29 22:58:00,61212.2,61317.2,61212.2,61317.1,82.737
2024-02-29 22:57:00,61231.5,61267.4,61176.1,61212.2,192.62
2024-02-29 22:56:00,61290.2,61290.2,61167.4,61231.6,216.078
2024-02-29 22:55:00,61249.6,61290.2,61243.2,61290.1,111.308
2024-02-29 22:54:00,61304.6,61304.7,61207.9,61249.5,317.195
2024-02-29 22:53:00,61240.7,61333.3,61240.7,61304.6,546.803
2024-02-29 22:52:00,61166.2,61240.8,61160.0,61240.8,147.943
2024-02-29 22:51:00,61128.8,61188.0,61125.9,61166.3,212.865
2024-02-29 22:50:00,61157.6,61187.0,61095.8,61128.7,273.15
2024-02-29 22:49:00,61056.2,61157.4,61056.2,61157.4,231.281
2024-02-29 22:48:00,60995.3,61056.3,60984.3,61056.3,147.879
2024-02-29 22:47:00,60932.8,60995.4,60926.4,60995.3,228.264
2024-02-29 22:46:00,60778.0,60932.9,60767.5,60932.8,277.991
2024-02-29 22:45:00,60734.6,60871.6,60728.3,60777.9,243.943
2024-02-29 22:44:00,60912.7,60912.7,60722.4,60734.7,387.247
2024-02-29 22:43:00,60857.0,60935.5,60847.2,60912.8,225.419
2024-02-29 22:42:00,60987.0,60987.0,60810.6,60857.1,404.79
2024-02-29 22:41:00,61032.7,61055.7,60987.1,60987.1,115.515
2024-02-29 22:40:00,61046.0,61109.5,61006.6,61032.7,196.958
2024-02-29 22:39:00,60955.7,61046.1,60918.7,61046.1,434.242
2024-02-29 22:38:00,61060.3,61064.4,60940.6,60955.7,487.027
2024-02-29 22:37:00,61109.1,61158.6,61044.8,61060.3,238.555
2024-02-29 22:36:00,61207.9,61240.6,61109.1,61109.1,192.268
2024-02-29 22:35:00,61305.2,61308.8,61203.8,61207.9,112.683
2024-02-29 22:34:00,61344.2,61355.6,61259.7,61305.2,191.406
2024-02-29 22:33:00,61297.9,61344.3,61287.8,61344.2,133.761
2024-02-29 22:32:00,61241.4,61298.0,61237.4,61298.0,130.441
2024-02-29 22:31:00,61148.4,61241.5,61130.0,61241.4,194.732
2024-02-29 22:30:00,61072.6,61152.2,61043.1,61148.4,202.877
2024-02-29 22:29:00,61138.9,61181.6,61041.6,61072.6,417.805
2024-02-29 22:28:00,61188.4,61203.0,61093.4,61138.9,304.255
2024-02-29 22:27:00,61304.9,61305.0,61182.3,61188.4,134.241
2024-02-29 22:26:00,61268.0,61325.5,61235.6,61304.9,160.88
2024-02-29 22:25:00,61248.9,61300.0,61206.4,61267.9,212.235
2024-02-29 22:24:00,61232.3,61249.0,61201.8,61249.0,70.62
2024-02-29 22:23:00,61193.6,61242.4,61137.2,61232.4,133.49
2024-02-29 22:22:00,61135.2,61236.9,61117.8,61193.6,196.025
2024-02-29 22:21:00,61136.9,61136.9,61060.0,61135.3,162.059
2024-02-29 22:20:00,61147.6,61156.1,60981.6,61136.9,592.047
2024-02-29 22:19:00,61192.0,61205.9,61140.6,61147.6,223.079
2024-02-29 22:18:00,61250.4,61271.3,61167.4,61192.0,237.506
2024-02-29 22:17:00,61402.0,61407.5,61247.1,61250.4,230.564
2024-02-29 22:16:00,61469.4,61484.8,61394.4,61401.9,101.705
2024-02-29 22:15:00,61376.1,61481.4,61365.1,61469.5,179.636
2024-02-29 22:14:00,61421.2,61453.5,61375.8,61376.0,167.177
2024-02-29 22:13:00,61410.1,61423.3,61380.5,61421.3,63.749
2024-02-29 22:12:00,61396.1,61455.5,61396.1,61410.1,110.741
2024-02-29 22:11:00,61350.9,61409.9,61336.4,61396.1,147.736
2024-02-29 22:10:00,61279.6,61357.4,61256.2,61350.8,149.426
2024-02-29 22:09:00,61333.5,61367.8,61275.6,61279.7,87.651
2024-02-29 22:08:00,61323.2,61375.0,61298.6,61333.6,135.235
2024-02-29 22:07:00,61372.4,61381.6,61276.4,61323.2,129.958
2024-02-29 22:06:00,61387.5,61412.0,61366.1,61371.4,89.033
2024-02-29 22:05:00,61298.1,61400.7,61298.1,61387.5,201.012
2024-02-29 22:04:00,61302.1,61343.5,61258.9,61298.0,176.261
2024-02-29 22:03:00,61263.1,61319.8,61131.4,61302.1,700.473
2024-02-29 22:02:00,61525.7,61536.4,61244.3,61263.1,674.373
2024-02-29 22:01:00,61502.9,61541.2,61494.1,61525.7,332.963
2024-02-29 22:00:00,61435.8,61521.2,61423.3,61503.0,325.071
2024-02-29 21:59:00,61431.3,61443.6,61415.5,61435.8,183.853
2024-02-29 21:58:00,61452.0,61472.3,61399.8,61431.3,359.266
2024-02-29 21:57:00,61323.7,61454.5,61283.6,61452.1,584.717
2024-02-29 21:56:00,61336.0,61350.0,61281.3,61323.7,197.444
2024-02-29 21:55:00,61281.9,61348.0,61276.7,61336.4,241.63
2024-02-29 21:54:00,61240.3,61288.7,61233.9,61282.0,133.409
2024-02-29 21:53:00,61298.8,61319.9,61218.1,61240.3,267.673
2024-02-29 21:52:00,61200.0,61312.9,61187.5,61298.9,349.837
2024-02-29 21:51:00,61199.8,61229.4,61164.0,61200.0,305.596
2024-02-29 21:50:00,61186.1,61205.7,61104.3,61199.8,396.737
2024-02-29 21:49:00,61087.4,61186.2,61077.3,61186.2,274.075
2024-02-29 21:48:00,60985.1,61087.5,60956.2,61087.4,165.532
2024-02-29 21:47:00,60917.6,61043.8,60908.6,60985.2,349.33
2024-02-29 21:46:00,61072.7,61084.3,60882.9,60917.6,545.792
2024-02-29 21:45:00,61168.8,61204.9,61067.2,61072.6,432.505
2024-02-29 21:44:00,61137.9,61231.1,61131.4,61168.9,181.032
2024-02-29 21:43:00,61229.9,61254.0,61126.0,61137.9,361.536
