Bucket Type,Count,Local Extrema Closes,Local Extrema Type,First Local Extrema Datetime,Last Local Extrema Datetime
WB,2,[],[],,
WB,4,[],[],,
WB,5,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,4,[],[],,
WB,6,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,12,[29758.8],['Max'],2023-04-27 18:00:00,2023-04-27 18:00:00
WB,3,[],[],,
WB,7,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,8,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,5,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,8,[],[],,
WB,2,[],[],,
WB,8,[],[],,
WB,3,[],[],,
WB,5,[],[],,
WB,8,[],[],,
WB,9,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,5,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,6,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,8,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,8,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,5,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,3,[25524.4],['Min'],2023-06-06 12:00:00,2023-06-06 12:00:00
WB,12,[26141.9],['Min'],2023-06-07 21:00:00,2023-06-07 21:00:00
WB,3,[26705.9],['Max'],2023-06-08 15:00:00,2023-06-08 15:00:00
WB,1,[],[],,
WB,3,[],[],,
WB,5,[25504.6],['Min'],2023-06-10 05:00:00,2023-06-10 05:00:00
WB,4,[],[],,
WB,7,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,5,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,5,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,5,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,8,[],[],,
WB,6,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,3,[31277.1],['Max'],2023-07-04 01:00:00,2023-07-04 01:00:00
WB,3,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,6,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,4,[29678.0],['Min'],2023-07-20 18:00:00,2023-07-20 18:00:00
WB,4,[],[],,
WB,5,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,8,[],[],,
WB,5,[29562.2],['Max'],2023-07-26 20:00:00,2023-07-26 20:00:00
WB,2,[],[],,
WB,5,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,6,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,5,[],[],,
WB,15,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,6,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,5,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,3,[25008.3],['Min'],2023-09-11 19:00:00,2023-09-11 19:00:00
WB,3,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,12,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,5,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[26049.9],['Min'],2023-09-25 09:00:00,2023-09-25 09:00:00
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,5,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,7,[28716.8],['Max'],2023-10-18 04:00:00,2023-10-18 04:00:00
WB,4,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,7,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,8,[33659.2],['Min'],2023-10-24 20:00:00,2023-10-24 20:00:00
WB,5,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,6,[],[],,
WB,3,[],[],,
WB,4,"[34825.4, 34184.6]","['Max', 'Min']",2023-11-01 12:00:00,2023-11-01 14:00:00
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,12,[34633.3],['Min'],2023-11-07 11:00:00,2023-11-07 11:00:00
WB,5,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,6,[],[],,
WB,1,[37885.6],['Max'],2023-11-15 23:00:00,2023-11-15 23:00:00
WB,1,[],[],,
WB,4,[],[],,
WB,4,[],[],,
WB,7,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,4,[],[],,
WB,4,[],[],,
WB,12,[],[],,
WB,12,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,10,[],[],,
WB,2,[],[],,
WB,6,[],[],,
WB,3,[44572.0],['Max'],2023-12-08 21:00:00,2023-12-08 21:00:00
WB,7,[],[],,
WB,5,[],[],,
WB,5,[],[],,
WB,8,[40799.4],['Min'],2023-12-11 19:00:00,2023-12-11 19:00:00
WB,7,[],[],,
WB,16,"[43269.9, 42454.1, 43216.3]","['Max', 'Min', 'Max']",2023-12-14 11:00:00,2023-12-14 17:00:00
WB,3,[],[],,
WB,5,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,6,[],[],,
WB,8,[44176.0],['Max'],2023-12-20 18:00:00,2023-12-20 18:00:00
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,2,[],[],,
WB,11,[42946.9],['Min'],2023-12-25 00:00:00,2023-12-25 00:00:00
WB,1,[],[],,
WB,3,[],[],,
WB,2,[43600.0],['Max'],2023-12-28 00:00:00,2023-12-28 00:00:00
WB,1,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,8,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[45816.8],['Max'],2024-01-02 08:00:00,2024-01-02 08:00:00
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,9,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,4,[44679.2],['Min'],2024-01-10 12:00:00,2024-01-10 12:00:00
WB,1,[],[],,
WB,5,[],[],,
WB,1,[],[],,
WB,9,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,6,[],[],,
WB,5,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,7,[],[],,
WB,8,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,6,[],[],,
WB,8,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,6,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,8,[],[],,
WB,6,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,8,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,8,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,6,[51349.1],['Min'],2024-02-15 21:00:00,2024-02-15 21:00:00
WB,2,[],[],,
WB,7,[50881.9],['Min'],2024-02-17 14:00:00,2024-02-17 14:00:00
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,7,[51346.4],['Min'],2024-02-20 17:00:00,2024-02-20 17:00:00
WB,8,[50870.1],['Min'],2024-02-21 18:00:00,2024-02-21 18:00:00
WB,4,[],[],,
WB,13,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,5,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,6,[61641.0],['Min'],2024-03-03 07:00:00,2024-03-03 07:00:00
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,5,[67397.2],['Max'],2024-03-06 17:00:00,2024-03-06 17:00:00
WB,1,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,5,[],[],,
WB,10,[72595.2],['Max'],2024-03-11 21:00:00,2024-03-11 21:00:00
WB,5,[],[],,
WB,1,[],[],,
WB,3,[72240.0],['Min'],2024-03-13 13:00:00,2024-03-13 13:00:00
WB,3,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,6,[68746.5],['Max'],2024-03-18 05:00:00,2024-03-18 05:00:00
WB,2,[],[],,
WB,1,[],[],,
WB,3,[65008.9],['Max'],2024-03-19 16:00:00,2024-03-19 16:00:00
WB,4,[63283.5],['Max'],2024-03-20 00:00:00,2024-03-20 00:00:00
WB,3,[63139.8],['Min'],2024-03-20 16:00:00,2024-03-20 16:00:00
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,6,[71191.4],['Max'],2024-03-26 09:00:00,2024-03-26 09:00:00
WB,4,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,3,[],[],,
WB,2,[],[],,
WB,4,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,5,[],[],,
WB,3,[],[],,
WB,3,[],[],,
WB,7,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,2,[],[],,
WB,2,[],[],,
WB,1,[71162.8],['Max'],2024-04-12 04:00:00,2024-04-12 04:00:00
WB,1,[],[],,
WB,3,[],[],,
WB,4,[67683.2],['Max'],2024-04-13 15:00:00,2024-04-13 15:00:00
WB,3,[],[],,
WB,3,[],[],,
WB,1,[],[],,
WB,4,[],[],,
WB,2,[],[],,
WB,1,[],[],,
WB,7,[],[],,
WB,2,[64060.4],['Max'],2024-04-17 04:00:00,2024-04-17 04:00:00
