datetime,sigai_output
2023-04-20 02:00:00,-0.000383
2023-04-20 08:00:00,-0.00106
2023-04-20 09:00:00,-0.001131
2023-04-20 10:00:00,-0.001171
2023-04-22 00:00:00,0.007215
2023-04-22 01:00:00,0.007211
2023-04-22 02:00:00,0.00721
2023-04-22 03:00:00,0.007216
2023-04-22 13:00:00,0.009062
2023-04-22 14:00:00,0.00892
2023-04-23 04:00:00,-0.000261
2023-04-23 05:00:00,0.000154
2023-04-23 06:00:00,3.8e-05
2023-04-23 20:00:00,-0.000555
2023-04-23 21:00:00,-0.000284
2023-04-23 22:00:00,-0.000513
2023-04-24 03:00:00,0.001546
2023-04-24 04:00:00,0.001503
2023-04-24 05:00:00,0.000574
2023-04-24 06:00:00,0.000603
2023-04-24 07:00:00,0.000963
2023-04-25 16:00:00,0.002998
2023-04-27 00:00:00,0.002945
2023-04-27 01:00:00,0.003155
2023-04-27 02:00:00,0.003113
2023-04-27 08:00:00,0.003123
2023-04-27 09:00:00,0.003144
2023-04-27 10:00:00,0.002668
2023-04-27 11:00:00,0.00221
2023-04-27 12:00:00,0.004101
2023-04-27 13:00:00,0.004115
2023-04-27 14:00:00,0.004044
2023-04-27 15:00:00,0.004333
2023-04-27 16:00:00,0.001536
2023-04-27 17:00:00,0.001603
2023-04-27 18:00:00,0.001646
2023-04-28 09:00:00,0.003514
2023-04-28 10:00:00,0.003514
2023-04-29 08:00:00,-0.005944
2023-04-29 09:00:00,-0.006105
2023-04-29 10:00:00,-0.00659
2023-04-29 11:00:00,-0.006407
2023-04-29 12:00:00,-0.004602
2023-04-29 13:00:00,-0.00443
2023-04-30 20:00:00,0.003359
2023-04-30 21:00:00,0.003394
2023-05-02 04:00:00,0.003691
2023-05-02 05:00:00,0.003889
2023-05-04 08:00:00,0.004471
2023-05-04 09:00:00,0.005659
2023-05-04 10:00:00,0.005889
2023-05-04 11:00:00,0.006584
2023-05-04 12:00:00,0.006698
2023-05-04 13:00:00,0.006576
2023-05-04 14:00:00,0.006171
2023-05-04 21:00:00,0.008244
2023-05-04 22:00:00,0.008255
2023-05-06 09:00:00,-0.000183
2023-05-06 10:00:00,-0.000183
2023-05-06 11:00:00,-0.000173
2023-05-06 12:00:00,0.000271
2023-05-06 13:00:00,0.000271
2023-05-06 14:00:00,0.00027
2023-05-07 20:00:00,-0.014288
2023-05-07 21:00:00,-0.014264
2023-05-07 22:00:00,-0.014895
2023-05-11 16:00:00,-0.000818
2023-05-11 17:00:00,-0.000788
2023-05-11 18:00:00,-0.001325
2023-05-11 19:00:00,-0.001584
2023-05-12 12:00:00,0.000674
2023-05-13 00:00:00,0.001093
2023-05-13 01:00:00,0.001313
2023-05-13 09:00:00,0.000929
2023-05-13 10:00:00,7.7e-05
2023-05-13 11:00:00,-0.000107
2023-05-13 12:00:00,0.000401
2023-05-13 13:00:00,0.000284
2023-05-13 14:00:00,0.000305
2023-05-15 00:00:00,-0.003098
2023-05-15 01:00:00,-0.002085
2023-05-15 02:00:00,-0.002618
2023-05-15 03:00:00,-0.003715
2023-05-15 04:00:00,-0.004097
2023-05-15 05:00:00,-0.004529
2023-05-15 06:00:00,-0.004812
2023-05-15 18:00:00,-0.001237
2023-05-17 00:00:00,0.004058
2023-05-17 01:00:00,0.004232
2023-05-17 02:00:00,0.004213
2023-05-17 03:00:00,0.004179
2023-05-17 04:00:00,0.003151
2023-05-17 05:00:00,0.003116
2023-05-17 06:00:00,0.00296
2023-05-17 15:00:00,0.006577
2023-05-17 16:00:00,0.006703
2023-05-19 03:00:00,0.001667
2023-05-19 04:00:00,0.00277
2023-05-19 05:00:00,0.002795
2023-05-19 06:00:00,0.002752
2023-05-19 16:00:00,0.003731
2023-05-19 17:00:00,0.003935
2023-05-19 18:00:00,0.003996
2023-05-19 19:00:00,0.004016
2023-05-19 20:00:00,0.003818
2023-05-19 21:00:00,0.003798
2023-05-19 22:00:00,0.003807
2023-05-20 08:00:00,0.00167
2023-05-20 09:00:00,0.001761
2023-05-20 10:00:00,0.001794
2023-05-20 11:00:00,0.001685
2023-05-20 12:00:00,0.002245
2023-05-20 13:00:00,0.00193
2023-05-20 14:00:00,0.001437
2023-05-20 15:00:00,0.000916
2023-05-21 14:00:00,0.000482
2023-05-22 16:00:00,0.003749
2023-05-22 17:00:00,0.004888
2023-05-22 18:00:00,0.005578
2023-05-22 19:00:00,0.005454
2023-05-22 22:00:00,0.006648
2023-05-23 16:00:00,0.008814
2023-05-23 17:00:00,0.008401
2023-05-24 04:00:00,0.011319
2023-05-24 05:00:00,0.010654
2023-05-24 06:00:00,0.010112
2023-05-24 18:00:00,0.002679
2023-05-25 12:00:00,0.004193
2023-05-25 13:00:00,0.004075
2023-05-25 16:00:00,0.005057
2023-05-25 17:00:00,0.005365
2023-05-25 18:00:00,0.005389
2023-05-26 06:00:00,0.003448
2023-05-26 07:00:00,0.003639
2023-05-26 08:00:00,0.003318
2023-05-26 09:00:00,0.003412
2023-05-26 10:00:00,0.003423
2023-05-26 21:00:00,0.004048
2023-05-26 22:00:00,0.003753
2023-05-27 12:00:00,0.000134
2023-05-27 13:00:00,-2.1e-05
2023-05-27 14:00:00,-0.000358
2023-05-29 08:00:00,0.009989
2023-05-29 09:00:00,0.009687
2023-05-29 10:00:00,0.009447
2023-05-29 20:00:00,0.008922
2023-05-29 21:00:00,0.009165
2023-05-29 22:00:00,0.009031
2023-05-29 23:00:00,0.008964
2023-05-30 00:00:00,0.009827
2023-05-30 01:00:00,0.009842
2023-05-30 02:00:00,0.009743
