datetime,sigai_output
2023-04-22 15:00:00,0.008686
2023-04-27 03:00:00,0.003135
2023-05-04 23:00:00,0.008229
2023-05-06 15:00:00,0.000267
2023-05-21 11:00:00,0.001077
2023-05-24 07:00:00,0.009918
2023-05-25 19:00:00,0.00537
2023-05-26 23:00:00,0.003633
2023-05-30 11:00:00,0.008774
2023-06-09 03:00:00,0.006949
2023-06-14 20:00:00,0.00751
2023-06-27 19:00:00,0.005505
2023-07-06 15:00:00,0.006674
2023-07-08 23:00:00,0.002438
2023-07-11 15:00:00,0.009742
2023-07-24 07:00:00,0.002351
2023-07-31 23:00:00,0.006156
2023-08-12 23:00:00,0.008366
2023-08-17 20:00:00,0.002464
2023-08-27 16:00:00,0.005798
2023-08-31 19:00:00,0.003544
2023-09-10 00:00:00,0.002474
2023-09-12 23:00:00,0.000618
2023-09-23 15:00:00,0.003853
2023-10-04 03:00:00,0.006611
2023-10-06 11:00:00,0.001013
2023-10-19 15:00:00,-0.004314
2023-10-26 15:00:00,0.013305
2023-11-13 07:00:00,0.022084
2023-12-06 23:00:00,0.010385
2023-12-11 07:00:00,0.023719
2023-12-15 23:00:00,0.014379
2023-12-18 07:00:00,0.026585
2023-12-23 23:00:00,0.008238
2023-12-26 22:00:00,0.043368
2024-01-01 15:00:00,0.040932
2024-01-04 23:00:00,0.008247
2024-01-05 23:00:00,0.004155
2024-01-10 15:00:00,0.008317
2024-01-16 15:00:00,0.011415
2024-01-30 15:00:00,0.009452
2024-02-02 23:00:00,0.008356
2024-02-29 15:00:00,0.063014
2024-03-01 07:00:00,0.059441
2024-03-28 19:00:00,0.038861
2024-04-13 19:00:00,0.008649
2023-04-22 16:00:00,-1.3e-05
2023-04-27 04:00:00,-0.00254
2023-05-05 00:00:00,0.004459
2023-05-06 16:00:00,-0.003642
2023-05-21 12:00:00,-0.00064
2023-05-24 08:00:00,0.003348
2023-05-25 20:00:00,0.00401
2023-05-27 00:00:00,0.000495
2023-05-30 12:00:00,0.00773
2023-06-09 04:00:00,0.005322
2023-06-14 21:00:00,0.006654
2023-06-27 20:00:00,0.000853
2023-07-06 16:00:00,0.003794
2023-07-09 00:00:00,-0.005833
2023-07-11 16:00:00,0.003516
2023-07-24 08:00:00,-0.003809
2023-08-01 00:00:00,-0.000709
2023-08-13 00:00:00,0.005885
2023-08-17 21:00:00,-0.002587
2023-08-27 17:00:00,0.004102
2023-08-31 20:00:00,-0.000916
2023-09-10 01:00:00,0.000179
2023-09-13 00:00:00,-0.002882
2023-09-23 16:00:00,-0.000727
2023-10-04 04:00:00,0.004622
2023-10-06 12:00:00,-0.000625
2023-10-19 16:00:00,-0.011977
2023-10-26 16:00:00,0.009812
2023-11-13 08:00:00,0.015965
2023-12-07 00:00:00,0.005569
2023-12-11 08:00:00,0.01103
2023-12-16 00:00:00,0.010264
2023-12-18 08:00:00,0.00708
2023-12-24 00:00:00,0.006558
2023-12-26 23:00:00,0.04168
2024-01-01 16:00:00,0.024632
2024-01-05 00:00:00,0.00297
2024-01-06 00:00:00,0.001562
2024-01-10 16:00:00,0.004293
2024-01-16 16:00:00,0.007809
2024-01-30 16:00:00,0.006101
2024-02-03 00:00:00,0.005459
2024-02-29 16:00:00,0.049686
2024-03-01 08:00:00,0.047464
2024-03-28 20:00:00,0.03006
2024-04-13 20:00:00,-0.00398
