datetime,sigai_output
2023-04-24 23:00:00,0.005727
2023-05-09 11:00:00,-0.005662
2023-05-20 23:00:00,0.00282
2023-05-31 07:00:00,0.010428
2023-07-04 23:00:00,0.010533
2023-07-27 15:00:00,0.006439
2023-08-07 23:00:00,0.018353
2023-08-11 15:00:00,0.013322
2023-08-21 23:00:00,0.002559
2023-09-02 07:00:00,0.008797
2023-09-07 07:00:00,0.006004
2023-10-14 15:00:00,0.010671
2023-12-13 07:00:00,0.019711
2023-12-17 15:00:00,0.035102
2024-01-26 23:00:00,0.012974
2024-02-08 23:00:00,0.014847
2023-04-25 00:00:00,-0.001782
2023-05-09 12:00:00,-0.018662
2023-05-21 00:00:00,-0.002631
2023-05-31 08:00:00,0.002123
2023-07-05 00:00:00,0.00635
2023-07-27 16:00:00,-0.002785
2023-08-08 00:00:00,0.012411
2023-08-11 16:00:00,0.006781
2023-08-22 00:00:00,-0.001016
2023-09-02 08:00:00,-0.00208
2023-09-07 08:00:00,0.001739
2023-10-14 16:00:00,0.005589
2023-12-13 08:00:00,0.009749
2023-12-17 16:00:00,0.022887
2024-01-27 00:00:00,0.007171
2024-02-09 00:00:00,0.005296
