datetime,average,duration,trend,next-position
4/18/2023 4:00,-0.00031025,4,-0.0003067,MS
4/19/2023 9:00,0.005265667,3,0.0001515,SB
4/19/2023 21:00,-0.0009932,5,0.0004304,WB
4/20/2023 4:00,-0.003212,4,-0.0003424,WB
4/22/2023 5:00,0.007096,3,-0.000165,WS
4/23/2023 2:00,-0.004068,2,0.000556,WB
4/25/2023 3:00,-0.001499,1,0.0,SB
4/25/2023 6:00,-0.002637,2,0.00048,WS
4/26/2023 9:00,0.001804,1,0.0,SB
4/26/2023 12:00,0.001465,1,0.0,WB
4/27/2023 7:00,-0.002879,1,0.0,WB
4/28/2023 12:00,0.001037625,8,-0.00015656,SB
4/29/2023 7:00,-0.009421,1,0.0,WB
4/30/2023 23:00,0.003277,1,0.0,SB
5/1/2023 7:00,-0.000495,1,0.0,WS
5/2/2023 7:00,0.003334,5,-0.0002618,MS
5/2/2023 18:00,0.003396,2,-0.000354,SB
5/3/2023 6:00,-0.0032865,2,-0.000445,WS
5/5/2023 1:00,0.005,3,0.000279,SB
5/5/2023 10:00,-8.53e-05,6,-0.000166229,WS
5/6/2023 0:00,-0.000392556,9,9.47e-06,WB
5/7/2023 6:00,-0.0233555,2,-0.000489,WS
5/9/2023 17:00,-0.018544667,3,0.000247,SS
5/10/2023 19:00,0.002065,1,0.0,SB
5/11/2023 5:00,-0.005513667,3,0.0003785,MS
5/12/2023 8:00,-0.00106225,4,-2.35e-05,WB
5/12/2023 14:00,-0.00124,2,-6.4e-05,MS
5/13/2023 3:00,0.000333,1,0.0,SB
5/13/2023 5:00,-0.001703,3,0.000611,WS
5/14/2023 4:00,-0.0005765,4,-0.0002174,SB
5/14/2023 13:00,-0.007588333,3,0.0001445,WS
5/15/2023 16:00,-0.002668,2,0.001034,WB
5/16/2023 8:00,-0.001857,1,0.0,SB
5/16/2023 10:00,-0.003329833,6,-0.000259,MS
5/18/2023 4:00,0.0046085,4,-0.0001306,SB
5/18/2023 13:00,0.00118,3,0.0005985,WS
5/19/2023 0:00,0.001377333,3,0.0001095,WB
5/20/2023 0:00,0.001736333,3,-0.000608,SB
5/20/2023 7:00,-0.000823,1,0.0,WB
5/20/2023 17:00,-0.000639,1,0.0,WB
5/21/2023 13:00,-0.000307,1,0.0,WB
5/21/2023 16:00,-0.00052525,4,0.0002351,SS
5/23/2023 19:00,0.007824,5,5.75e-05,WS
5/24/2023 16:00,0.0024105,2,0.000201,WB
5/25/2023 15:00,0.00434,1,0.0,WB
5/25/2023 22:00,0.00401,2,0.0,SB
5/26/2023 4:00,0.003358,2,0.000132,WB
5/27/2023 2:00,0.0017955,2,0.000215,SB
5/27/2023 10:00,-0.0022085,2,0.000179,WB
5/29/2023 12:00,0.008417375,8,-5.55e-05,WB
5/30/2023 18:00,0.007305,4,0.0002504,WB
5/31/2023 13:00,0.003100333,3,7.3e-05,MS
6/1/2023 0:00,0.00256225,8,-0.000378619,WS
6/2/2023 19:00,0.002624,1,0.0,WB
6/3/2023 13:00,0.003894667,3,-0.0007665,SB
6/3/2023 18:00,0.0017955,2,0.000329,SB
6/3/2023 21:00,0.0015035,6,0.000141114,WB
6/5/2023 2:00,0.005443833,6,-3.85e-05,SB
6/5/2023 10:00,0.004574167,6,0.000253229,SB
6/5/2023 17:00,0.003206333,6,-0.000162514,SB
6/6/2023 6:00,-0.002475,1,0.0,SB
6/6/2023 8:00,-0.0012845,2,0.000425,WB
6/8/2023 0:00,0.006811143,7,-0.000239321,SB
6/8/2023 8:00,0.006171429,7,-4.18e-06,WB
6/9/2023 6:00,0.005796,2,-0.000104,SB
6/9/2023 11:00,0.0052075,2,0.000669,WB
6/10/2023 8:00,0.004151,4,-3.78e-05,SB
6/10/2023 16:00,0.00137275,4,0.0001289,WB
