datetime,average,duration,trend,next-position
4/19/2023 8:00,0.003771,1,0.0,MB
4/19/2023 12:00,5.83e-05,9,-0.0007805,MB
4/22/2023 16:00,-0.0021945,10,-0.000787145,MB
4/25/2023 0:00,-0.002250667,3,-0.0003805,MB
4/25/2023 4:00,-0.0032675,2,-1.7e-05,MB
4/26/2023 8:00,0.000704,1,0.0,MB
4/26/2023 10:00,0.000612,2,-0.000236,MB
4/27/2023 4:00,-0.002921667,3,-0.0003065,MB
4/28/2023 8:00,0.001387,1,0.0,WB
4/28/2023 20:00,-0.006053455,11,-0.001176509,MB
5/1/2023 0:00,0.000410571,7,-0.000138714,MB
5/2/2023 20:00,-0.0014113,10,-0.000470927,MB
5/5/2023 0:00,0.004459,1,0.0,MB
5/5/2023 4:00,0.000835333,6,-0.000385029,MB
5/6/2023 16:00,-0.014535214,14,-0.001690771,MB
5/8/2023 4:00,-0.03208825,8,-0.002295476,WB
5/9/2023 12:00,-0.0195754,5,-0.0003935,MB
5/10/2023 20:00,-0.003759889,9,-0.001100583,MB
5/13/2023 4:00,-0.002333,1,0.0,MB
5/14/2023 8:00,-0.009041,5,0.0005723,MB
5/16/2023 9:00,-0.003265,1,0.0,MB
5/18/2023 8:00,0.0003698,5,-0.0003312,MB
5/20/2023 3:00,-0.001797,4,-0.000697,MB
5/21/2023 0:00,-0.002631,1,0.0,WB
5/21/2023 12:00,-0.00064,1,0.0,MB
5/24/2023 8:00,0.000812875,8,-0.000824917,MB
5/25/2023 20:00,0.00401,2,0.0,MB
5/26/2023 0:00,0.002425,4,9.28e-05,MB
5/27/2023 0:00,0.0009,2,0.00081,MB
5/27/2023 4:00,-0.0020065,6,-0.001054829,MB
5/30/2023 12:00,0.0069765,6,-0.000128886,MB
5/31/2023 8:00,0.0022894,5,0.0001357,MB
6/2/2023 16:00,0.002042333,3,0.0001635,MB
6/3/2023 16:00,0.001183,2,-0.00072,MB
6/3/2023 20:00,0.000459,1,0.0,MB
6/5/2023 8:00,0.003373,2,0.000956,MB
6/5/2023 16:00,0.000689,1,0.0,MB
6/5/2023 23:00,-0.001791429,7,-0.000387643,MB
6/6/2023 7:00,-0.003223,1,0.0,MB
6/8/2023 7:00,0.005587,1,0.0,MB
6/9/2023 4:00,0.0053065,2,-3.1e-05,MB
6/9/2023 8:00,0.004400333,3,0.000218,MB
6/10/2023 12:00,-0.00133925,4,0.0001307,MB
6/13/2023 20:00,0.007782778,9,-0.0002246,MB
6/14/2023 21:00,0.0030063,10,-0.000728139,MB
6/18/2023 0:00,0.009059,1,0.0,MB
6/18/2023 16:00,0.00721975,4,0.0002799,MB
6/20/2023 16:00,0.003645,2,0.001412,WS
6/21/2023 0:00,0.004487,1,0.0,MB
6/24/2023 0:00,0.00251725,4,0.0008963,MB
6/26/2023 2:00,0.009275,1,0.0,MB
6/26/2023 16:00,0.006606167,6,-7.28e-05,MB
6/27/2023 0:00,0.003965667,3,0.0004345,MB
6/27/2023 20:00,0.000837,2,-3.2e-05,MB
