datetime,average,duration,trend,next-position
4/18/2023 1:00,0.003048,1,0.0,WS
4/18/2023 8:00,0.0029515,2,-0.000315,WS
4/18/2023 11:00,0.00343,1,0.0,SS
4/18/2023 15:00,0.005858,1,0.0,SS
4/18/2023 17:00,0.007179333,3,0.0002875,SS
4/18/2023 22:00,0.008302429,7,-0.000160893,WS
4/20/2023 12:00,0.0012445,2,0.000343,SS
4/21/2023 0:00,0.006532,4,5.16e-05,WS
4/21/2023 12:00,0.007933,2,5.2e-05,WS
4/21/2023 15:00,0.007972,1,0.0,SS
4/21/2023 22:00,0.011376,2,-1.4e-05,WB
4/23/2023 11:00,0.0039228,5,-0.0004285,WS
4/24/2023 12:00,0.003088,1,0.0,SS
4/24/2023 14:00,0.0028905,2,-0.000251,SS
4/24/2023 20:00,0.00640975,4,-0.0003449,SB
4/25/2023 12:00,0.006331,3,-0.000145,WS
4/26/2023 14:00,0.0040875,2,0.000535,SS
4/26/2023 22:00,0.0098895,2,-0.000951,WB
4/27/2023 23:00,0.003955,1,0.0,SS
4/28/2023 1:00,0.006164,3,8.5e-05,WS
4/29/2023 20:00,-0.0039375,4,-0.0002248,SS
4/30/2023 11:00,0.006489,1,0.0,SS
4/30/2023 13:00,0.007239857,7,-0.000232857,WB
5/1/2023 12:00,0.00836825,4,0.0001285,WS
5/2/2023 12:00,0.006137667,3,-1.4e-05,SS
5/3/2023 11:00,0.004382,1,0.0,SS
5/4/2023 4:00,0.01205975,4,-1.99e-05,WB
5/5/2023 23:00,0.004612,1,0.0,MB
5/7/2023 10:00,-0.000613833,6,0.000721229,WS
5/8/2023 16:00,-0.007043125,8,0.00015944,WS
5/9/2023 8:00,-0.0058855,4,0.0004744,SB
5/10/2023 0:00,0.002646273,11,2.22e-05,WS
5/10/2023 12:00,0.004329,1,0.0,WS
5/11/2023 8:00,0.00487025,8,0.000388452,WB
5/12/2023 0:00,0.0061305,4,-0.0001516,WS
5/12/2023 16:00,0.005288286,7,0.000269571,WS
5/13/2023 18:00,0.004080333,3,0.000662,SS
5/13/2023 23:00,0.004676,5,-2.92e-05,MB
5/14/2023 20:00,0.00528675,4,0.0001071,WB
5/15/2023 8:00,0.00469325,8,0.00072981,MB
5/16/2023 4:00,0.01038725,4,-8.63e-05,MB
5/16/2023 16:00,0.011012375,8,0.000707702,WB
