datetime,average,duration,trend,next-position
4/18/2023 12:00,0.005601667,3,0.0002165,MS
4/18/2023 16:00,0.006808,1,0.0,MS
4/18/2023 20:00,0.00878,2,0.000142,MS
4/20/2023 14:00,0.0061989,10,0.000899618,MS
4/21/2023 16:00,0.011392167,6,-7.14e-07,MS
4/24/2023 13:00,0.003194,1,0.0,MS
4/24/2023 16:00,0.00776525,4,7.21e-05,MS
4/26/2023 16:00,0.010581,6,-1.63e-05,MS
4/28/2023 0:00,0.006677,1,0.0,MS
4/30/2023 0:00,0.003829636,11,0.000631,MS
4/30/2023 12:00,0.008091,1,0.0,MS
5/2/2023 15:00,0.006288,1,0.0,WS
5/3/2023 12:00,0.00799525,4,6.87e-05,WS
5/4/2023 0:00,0.01208175,4,-2.7e-06,MS
5/9/2023 20:00,0.00462625,4,-0.0001609,MS
5/13/2023 21:00,0.0052075,2,-0.000363,MS
5/16/2023 0:00,0.011485,4,-0.0002312,MS
5/18/2023 0:00,0.0092655,2,0.000245,MS
5/19/2023 8:00,0.008168667,3,-0.0002565,MS
5/21/2023 20:00,0.004072,2,-8.6e-05,MS
5/22/2023 0:00,0.009257333,6,5.45e-05,MS
5/23/2023 4:00,0.0138253,10,0.000849473,MS
5/26/2023 12:00,0.006100667,3,1.15e-05,MS
5/26/2023 16:00,0.00701725,4,-9.71e-05,WS
5/27/2023 16:00,0.008123714,7,0.000419071,MS
5/28/2023 23:00,0.015123333,6,0.000801029,MS
5/30/2023 7:00,0.010757,1,0.0,WS
5/31/2023 4:00,0.0109815,2,-0.000367,MS
6/1/2023 20:00,0.008412,1,0.0,MS
6/2/2023 8:00,0.0094975,2,-0.000185,MS
6/3/2023 0:00,0.01151175,4,8.21e-05,MS
6/4/2023 8:00,0.010346222,9,0.000552483,MS
6/6/2023 18:00,0.011066182,11,0.001418355,MS
6/8/2023 22:00,0.0084545,2,-0.000333,MS
6/9/2023 16:00,0.012786143,7,0.000528214,MS
6/11/2023 13:00,0.004676,3,6.85e-05,WS
6/11/2023 20:00,0.005317,2,3e-05,MS
6/12/2023 0:00,0.0076774,5,2.08e-05,MS
6/12/2023 20:00,0.010732222,9,0.000408017,MS
6/15/2023 9:00,0.0145504,5,0.0007638,MS
6/16/2023 16:00,0.015297889,9,0.00057135,MS
6/19/2023 0:00,0.0120385,2,-3.5e-05,MS
6/20/2023 2:00,0.01171975,4,0.0001727,MS
6/21/2023 8:00,0.0202566,5,-0.0004098,MS
6/22/2023 0:00,0.0223795,2,-0.000303,MS
6/23/2023 8:00,0.011391667,6,4.56e-05,MS
6/25/2023 0:00,0.010352,1,0.0,MS
6/25/2023 4:00,0.0115225,2,0.000179,MS
6/27/2023 12:00,0.01160975,4,3.17e-05,WB
6/29/2023 8:00,0.011293818,11,0.000523127,MS
7/2/2023 6:00,0.011213,2,6.8e-05,MS
7/2/2023 16:00,0.011543,2,-0.000126,MS
7/3/2023 8:00,0.013122857,7,7.65e-05,MS
7/6/2023 9:00,0.00929925,4,0.0001461,MS
7/7/2023 18:00,0.000551,2,-0.000138,MS
7/8/2023 8:00,0.006704429,7,0.0002405,MS
7/10/2023 15:00,0.008794111,9,0.000739783,MS
7/13/2023 16:00,0.011923273,11,0.000639109,MS
7/16/2023 0:00,0.0040305,2,-0.000147,MS
7/17/2023 16:00,0.003391,1,0.0,MS
7/18/2023 9:00,0.005654,1,0.0,MS
7/18/2023 12:00,0.007243667,3,1.95e-05,MS
7/19/2023 13:00,0.007783,3,0.0003485,SB
7/20/2023 10:00,0.009148,4,0.0004674,MS
7/21/2023 20:00,0.007013,2,-2e-05,MS
7/23/2023 8:00,0.0006805,2,-2.1e-05,MS
7/23/2023 12:00,0.002291333,3,5e-07,MS
7/23/2023 16:00,0.007848667,6,0.000125657,MS
7/25/2023 16:00,0.007282,1,0.0,MS
7/30/2023 4:00,0.004996333,3,7.15e-05,MS
7/30/2023 8:00,0.00561225,4,0.0001461,MS
7/31/2023 8:00,0.011590286,7,0.000402821,MS
8/1/2023 17:00,0.011360111,9,0.000765767,MS
8/3/2023 13:00,0.0160755,8,0.000450333,MS
8/5/2023 8:00,0.014414571,7,0.000202036,MS
8/6/2023 15:00,0.016719667,9,0.000568,MS
8/7/2023 16:00,0.018946,2,0.000198,MS
8/10/2023 8:00,0.017280667,6,-2.73e-05,MS
8/12/2023 15:00,0.010058,2,2.2e-05,MS
8/14/2023 0:00,0.01214425,8,0.000343929,WS
8/14/2023 16:00,0.015570571,7,0.000220607,MS
8/15/2023 8:00,0.018367333,3,0.0001005,MS
8/21/2023 0:00,-0.001251,1,0.0,MS
