datetime,average,duration,trend,next-position
4/18/2023 2:00,0.003128,2,-0.000284,MB
4/18/2023 10:00,0.002628,1,0.0,MS
4/19/2023 5:00,0.007701667,3,-6.85e-05,SB
4/21/2023 4:00,0.006696,8,0.00022969,MS
4/21/2023 14:00,0.007966,1,0.0,MS
4/22/2023 8:00,0.009273,5,1.5e-05,WB
4/23/2023 8:00,0.003657667,3,-0.0005465,MS
4/23/2023 16:00,0.0007655,4,-3.46e-05,WB
4/24/2023 0:00,0.002135333,3,-0.000486,WB
4/24/2023 9:00,0.001811333,3,-7.25e-05,MS
4/25/2023 8:00,0.003877,4,6.44e-05,MS
4/25/2023 15:00,0.005742,1,0.0,WB
4/25/2023 18:00,0.002655,1,0.0,WB
4/25/2023 20:00,0.003376667,12,0.000163601,SB
4/27/2023 20:00,0.004381333,3,-0.0003135,MS
4/28/2023 4:00,0.0048125,4,4.5e-05,SB
4/29/2023 15:00,-0.0040212,5,-6e-07,MS
5/1/2023 8:00,0.005447,4,0.0002272,MS
5/1/2023 16:00,0.004445143,7,5.4e-05,WB
5/2/2023 0:00,0.00573225,4,0.0001049,WB
5/2/2023 16:00,0.005262,1,0.0,WB
5/3/2023 8:00,0.003158667,3,4.25e-05,MS
5/3/2023 16:00,0.002958625,8,0.000266988,SS
5/4/2023 16:00,0.008272,5,-3.83e-05,WB
5/5/2023 16:00,0.005024714,7,-0.000152464,MS
5/7/2023 8:00,-0.005972,2,0.002184,MS
5/7/2023 16:00,-0.009334,4,0.0004462,WB
5/8/2023 0:00,-0.00871,4,0.000133,SB
5/8/2023 13:00,-0.015948333,3,0.0006285,MS
5/9/2023 0:00,-0.011992,8,0.000317119,MS
5/10/2023 11:00,0.003215,1,0.0,MS
5/10/2023 13:00,0.0036986,5,-0.0004434,WB
5/11/2023 21:00,-0.000357,2,-0.000232,WB
5/12/2023 4:00,0.00395625,4,-0.0002645,MB
5/12/2023 23:00,0.004585,1,0.0,WB
5/13/2023 8:00,0.002579,1,0.0,WB
5/13/2023 16:00,0.002991,2,0.000176,MS
5/14/2023 16:00,0.00108325,4,-0.0001743,MS
5/15/2023 20:00,0.001828,4,0.0005002,SS
5/17/2023 8:00,0.006032571,7,0.000410571,WB
5/17/2023 18:00,0.00723425,4,0.0004013,MS
5/18/2023 16:00,0.0056275,8,-0.000155619,MB
5/20/2023 19:00,0.0016455,2,0.000431,MS
5/21/2023 2:00,0.001796,1,0.0,MS
5/21/2023 7:00,0.002076,4,-2.26e-05,WB
5/22/2023 8:00,0.00631375,8,-7.69e-05,WB
5/22/2023 21:00,0.007023,1,0.0,WB
5/23/2023 0:00,0.007620667,3,0.0001905,MS
5/24/2023 0:00,0.01187775,4,4.75e-05,WB
5/24/2023 20:00,0.006842,10,-7.4e-05,MS
5/25/2023 8:00,0.00599875,4,-1.35e-05,WB
5/26/2023 20:00,0.004622,1,0.0,WB
5/28/2023 1:00,0.004451333,9,0.0002809,MS
5/28/2023 16:00,0.007569,2,0.00077,MS
5/30/2023 4:00,0.0100355,2,0.000261,MS
5/30/2023 8:00,0.009398667,3,-0.0001265,WB
5/31/2023 0:00,0.009384,1,0.0,MS
5/31/2023 18:00,0.008384333,6,-0.000362229,MB
6/1/2023 8:00,0.0055265,4,2.06e-05,WB
6/1/2023 16:00,0.006551333,3,0.000141,MS
6/2/2023 12:00,0.00743775,4,-6.25e-05,SB
6/2/2023 21:00,0.0058875,2,-4.5e-05,WB
6/4/2023 5:00,0.004167,3,-4.4e-05,SS
6/6/2023 13:00,0.000776667,3,0.0003115,MS
6/7/2023 8:00,0.0095,4,-0.000343,WB
6/8/2023 18:00,0.007434,1,0.0,MS
6/10/2023 0:00,0.009469,3,-0.0006555,WB
6/11/2023 16:00,0.003426,1,0.0,MS
6/12/2023 17:00,0.006741,1,0.0,MS
6/13/2023 12:00,0.011276,2,0.000436,MS
6/14/2023 15:00,0.008216,1,0.0,WB
6/15/2023 16:00,0.00895175,4,-0.0007555,WB
6/16/2023 0:00,0.0096165,6,0.000113514,WB
6/16/2023 14:00,0.008764,1,0.0,MS
6/17/2023 3:00,0.0144428,5,3.9e-06,WB
6/18/2023 8:00,0.011004,1,0.0,WB
6/18/2023 15:00,0.010824,1,0.0,SB
6/19/2023 6:00,0.01055,2,-0.000294,MB
6/20/2023 18:00,0.0092135,2,0.001273,WB
6/20/2023 22:00,0.0094105,2,0.000983,SB
6/21/2023 4:00,0.008061,1,0.0,MS
6/23/2023 7:00,0.008418,1,0.0,SS
6/24/2023 8:00,0.008675,4,5.8e-05,MS
6/24/2023 18:00,0.006331,2,-2.4e-05,WB
6/24/2023 22:00,0.006304,2,0.00035,SS
6/25/2023 8:00,0.0098715,2,0.000351,MS
6/26/2023 8:00,0.012114333,3,-9e-06,WB
6/28/2023 8:00,0.0069505,6,-8.17e-05,MS
6/29/2023 0:00,0.00706425,4,-4.89e-05,MB
6/30/2023 7:00,0.010881,1,0.0,MS
6/30/2023 13:00,0.012114,3,-0.0005075,SB
7/1/2023 0:00,0.011457625,8,7.59e-05,WB
7/1/2023 16:00,0.01006825,4,7e-07,WB
7/2/2023 2:00,0.010091,2,6.8e-05,MS
7/2/2023 10:00,0.010284,3,-0.000154,WB
7/2/2023 14:00,0.010305,1,0.0,MS
7/2/2023 23:00,0.010893,1,0.0,MB
7/3/2023 6:00,0.010854,1,0.0,WB
7/5/2023 8:00,0.00781,1,0.0,WB
7/5/2023 12:00,0.0088085,4,-5.92e-05,MB
7/6/2023 0:00,0.006717,1,0.0,WB
7/6/2023 4:00,0.006943,1,0.0,WB
7/6/2023 14:00,0.008023,1,0.0,WB
7/7/2023 16:00,-0.0016,1,0.0,MS
7/7/2023 23:00,-0.001384,1,0.0,WB
7/8/2023 1:00,-0.001969333,3,0.000463,MS
7/8/2023 20:00,0.003924,2,-0.000314,WB
7/9/2023 8:00,0.004303,4,-0.0001138,MS
7/9/2023 16:00,0.003971833,12,0.000126622,WB
7/10/2023 12:00,0.0049505,2,-0.000129,MS
7/11/2023 11:00,0.01053,3,-0.00025,WB
7/12/2023 2:00,0.008363,6,-5.49e-05,MS
7/13/2023 10:00,0.004445333,3,0.0005135,MS
7/14/2023 8:00,0.0112174,5,7.06e-05,WB
7/14/2023 16:00,0.012702,1,0.0,WB
7/15/2023 14:00,-0.000314,2,0.000564,WB
7/15/2023 20:00,-0.0045445,4,0.0001152,SS
7/16/2023 13:00,0.003194333,3,-0.0005355,MB
7/17/2023 3:00,0.002938,4,0.0005466,MS
7/18/2023 0:00,0.001472,4,-6.2e-06,WB
7/18/2023 5:00,0.000866667,3,3.45e-05,MS
7/18/2023 16:00,0.00487675,4,-7.85e-05,WB
7/18/2023 21:00,0.00461725,8,6.69e-05,WB
7/19/2023 10:00,0.005628,2,-0.000592,MS
7/19/2023 20:00,0.005771,1,0.0,WB
7/20/2023 6:00,0.005664,1,0.0,MS
7/22/2023 4:00,0.0033,4,-0.0001666,MB
7/23/2023 0:00,-0.000756167,6,-5.11e-05,MS
7/24/2023 0:00,0.003826667,3,0.000262,WB
7/24/2023 16:00,0.00410425,4,2.87e-05,MS
7/25/2023 0:00,0.003499,4,-5.6e-05,WB
7/25/2023 8:00,0.001782667,3,9.2e-05,WB
7/25/2023 12:00,0.00446375,4,3.57e-05,SS
7/25/2023 20:00,0.005321333,3,6.05e-05,MS
7/26/2023 10:00,0.0057535,2,-9.5e-05,MS
7/28/2023 0:00,0.004087625,8,9.55e-05,MS
7/29/2023 22:00,0.003992,1,0.0,MS
7/30/2023 2:00,0.0037275,2,-0.000193,SS
7/30/2023 13:00,0.004778,1,0.0,WB
7/30/2023 15:00,0.004508,1,0.0,SB
7/31/2023 0:00,0.004227,1,0.0,MS
7/31/2023 4:00,0.0045975,4,0.0001566,SS
7/31/2023 16:00,0.00722775,4,-0.0002619,WB
8/1/2023 14:00,0.0036705,2,0.000259,MS
8/2/2023 13:00,0.014436333,3,-0.000368,WB
8/3/2023 8:00,0.0125055,2,0.000463,MS
8/3/2023 23:00,0.015361,1,0.0,WB
8/5/2023 16:00,0.011322,1,0.0,WB
8/6/2023 14:00,0.011126,1,0.0,SS
8/7/2023 6:00,0.016414167,6,-2.39e-05,WB
8/9/2023 2:00,0.011399,2,0.00061,MS
8/9/2023 14:00,0.0123565,2,0.000151,MB
8/10/2023 0:00,0.011688,7,4.81e-05,MS
8/12/2023 9:00,0.00917775,4,0.0001221,MS
8/12/2023 21:00,0.008837,2,-0.000424,WB
8/13/2023 8:00,0.008862667,6,-5.34e-05,MS
8/13/2023 19:00,0.007978,1,0.0,WB
8/14/2023 8:00,0.0105675,6,-0.0001918,WB
8/14/2023 15:00,0.010544,1,0.0,SS
8/16/2023 23:00,0.015759,1,0.0,WB
8/18/2023 11:00,-0.010738,1,0.0,MS
8/18/2023 16:00,-0.0025255,4,-0.0001102,MS
8/19/2023 4:00,0.00401975,4,-6.75e-05,WB
8/20/2023 23:00,-0.00432,1,0.0,SS
8/21/2023 15:00,0.000826,1,0.0,MS
8/21/2023 21:00,0.002441,1,0.0,MS
8/22/2023 4:00,0.002524,1,0.0,MS
8/22/2023 16:00,0.003818,2,0.000196,MS
8/22/2023 22:00,0.003643333,3,-0.0001715,MB
8/23/2023 19:00,0.004413,2,-0.000238,WB
8/23/2023 23:00,0.004039,1,0.0,MS
8/24/2023 2:00,0.0053035,2,-8.3e-05,WB
8/25/2023 8:00,0.0039885,4,0.0002324,MS
8/25/2023 22:00,0.005285,2,-0.001004,WB
8/26/2023 13:00,0.005217667,3,0.0003575,MS
8/27/2023 0:00,0.005389,1,0.0,WB
8/27/2023 2:00,0.005406833,6,0.0001534,WB
8/27/2023 9:00,0.005939,2,3.2e-05,WB
8/28/2023 8:00,0.00228725,4,1.5e-06,WB
8/29/2023 4:00,0.00159,6,6.09e-05,MS
8/30/2023 0:00,0.002762,1,0.0,MS
8/30/2023 16:00,0.0049705,4,-0.000193,MB
8/31/2023 4:00,0.0053915,4,0.0001126,MS
9/1/2023 8:00,0.000223,7,0.000272536,MS
9/3/2023 0:00,0.002600167,6,-0.000144657,MS
9/3/2023 8:00,0.00046325,4,0.0003629,WB
9/3/2023 14:00,0.000687,2,0.000462,MS
9/4/2023 0:00,0.003311,1,0.0,MS
9/4/2023 11:00,0.004953,4,0.0001138,MS
9/4/2023 16:00,0.004980333,3,5.4e-05,WB
9/6/2023 3:00,0.00246,1,0.0,WB
9/6/2023 7:00,0.004097333,9,0.0001638,MB
9/6/2023 19:00,0.0042635,2,0.000587,MS
9/7/2023 20:00,0.00562875,4,-0.0001503,SB
9/8/2023 7:00,0.0034334,5,-6.74e-05,WB
9/8/2023 16:00,0.0030145,6,-0.000440886,WB
9/9/2023 1:00,0.002540667,3,0.000242,MS
9/9/2023 17:00,0.002655,2,6e-06,MS
9/10/2023 12:00,0.0021986,5,8.47e-05,SS
9/10/2023 23:00,0.003096,1,0.0,WB
9/11/2023 16:00,0.003333,1,0.0,WB
9/12/2023 9:00,0.002534,1,0.0,MS
9/13/2023 7:00,0.001636,1,0.0,MS
9/13/2023 13:00,0.003087,3,-0.00038,SB
