Bucket Type,Count,Local Extrema Closes,Local Extrema Type,First Local Extrema Datetime,Last Local Extrema Datetime
MS,1,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,1,[],[],,
MS,3,[],[],,
MS,7,[],[],,
MS,2,[],[],,
MS,4,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,2,[],[],,
MS,5,[],[],,
MS,1,[],[],,
MS,2,[],[],,
MS,4,[],[],,
MS,3,[],[],,
MS,2,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,3,[],[],,
MS,4,[],[],,
MS,1,[],[],,
MS,7,[29700.1],['Max'],2023-04-30 16:00:00,2023-04-30 16:00:00
MS,4,[],[],,
MS,3,[],[],,
MS,1,[],[],,
MS,4,[],[],,
MS,1,[],[],,
MS,6,[29031.9],['Max'],2023-05-07 14:00:00,2023-05-07 14:00:00
MS,8,[27329.1],['Min'],2023-05-08 19:00:00,2023-05-08 19:00:00
MS,4,[],[],,
MS,11,[],[],,
MS,1,[],[],,
MS,8,[],[],,
MS,4,[],[],,
MS,7,[],[],,
MS,3,[],[],,
MS,5,[],[],,
MS,4,[],[],,
MS,8,[],[],,
MS,4,[],[],,
MS,8,[],[],,
MS,2,[27395.8],['Max'],2023-05-17 23:00:00,2023-05-17 23:00:00
MS,2,[],[],,
MS,5,[],[],,
MS,3,[],[],,
MS,4,[],[],,
MS,2,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,2,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,1,[],[],,
MS,6,[],[],,
MS,5,[],[],,
MS,3,[],[],,
MS,1,[],[],,
MS,3,[],[],,
MS,2,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,3,[],[],,
MS,2,[],[],,
MS,4,[],[],,
MS,7,[],[],,
MS,2,[],[],,
MS,3,[],[],,
MS,3,[],[],,
MS,3,[],[],,
MS,1,[],[],,
MS,5,[],[],,
MS,3,[],[],,
MS,2,[],[],,
MS,3,[],[],,
MS,1,[],[],,
MS,2,[],[],,
MS,7,[26178.1],['Max'],2023-06-13 11:00:00,2023-06-13 11:00:00
MS,2,[],[],,
MS,1,[],[],,
MS,2,[],[],,
MS,1,[],[],,
MS,2,[],[],,
MS,4,[],[],,
MS,2,[],[],,
MS,2,[],[],,
MS,3,[],[],,
MS,3,[],[],,
MS,6,[30455.1],['Max'],2023-06-22 02:00:00,2023-06-22 02:00:00
MS,2,[31232.9],['Max'],2023-06-23 15:00:00,2023-06-23 15:00:00
