index,datetime,percentage_change,duration,trend,volatility
0,2023-04-18 12:22:00,,,,
1,2023-04-20 12:17:00,-0.06846804233429911,172500.00m,-0.7250086956521744,
2,2023-04-20 12:53:00,0.02013470150569484,2160.00m,15.86111111111111,
3,2023-04-22 01:17:00,-0.06130314552367784,131040.00m,-0.8120421245421245,
4,2023-04-24 01:18:00,0.029768195459650596,172860.00m,0.28059701492537364,
5,2023-04-24 17:02:00,-0.03389606256414296,56640.00m,-1.004131355932205,
6,2023-04-26 12:57:00,0.1094533071769626,158100.00m,1.1222390891840601,
7,2023-04-26 20:04:00,-0.08914029111799847,25620.00m,-6.257377049180323,
8,2023-04-27 00:26:00,0.0776494201932445,15720.00m,8.091603053435115,
9,2023-04-27 01:24:00,-0.026371243482812348,3480.00m,-13.377586206896577,
10,2023-04-27 05:34:00,0.0210603114538352,15000.00m,2.413199999999997,
11,2023-04-27 06:54:00,-0.019966085006290685,4800.00m,-7.3,
12,2023-04-27 18:44:00,0.042364367046215726,42600.00m,1.7104225352112696,
13,2023-04-28 13:53:00,-0.03152275769745654,68940.00m,-0.8197563098346401,
14,2023-04-30 15:30:00,0.03464636586368843,178620.00m,0.3367819952972799,
15,2023-05-01 20:57:00,-0.0761137849148484,106020.00m,-1.2897000565930965,
16,2023-05-02 19:12:00,0.04288585703027277,80100.00m,0.8886142322097373,
17,2023-05-03 15:06:00,-0.023907987007809772,71640.00m,-0.5776381909547714,
18,2023-05-04 10:35:00,0.04263381442127393,70140.00m,1.026946107784431,
19,2023-05-04 13:40:00,-0.023120757249079592,11100.00m,-3.669189189189205,
20,2023-05-05 02:01:00,0.026973406647815112,44460.00m,1.0439946018893416,
21,2023-05-05 12:33:00,-0.019596858798724803,37920.00m,-0.9132911392405075,
22,2023-05-06 00:38:00,0.03156545980295396,43500.00m,1.2572413793103447,
23,2023-05-06 15:01:00,-0.046233382570162504,51780.00m,-1.5958285052143693,
24,2023-05-07 01:27:00,0.023987356920607657,37560.00m,1.0886581469648562,
25,2023-05-08 20:10:00,-0.06248732482478174,153780.00m,-0.7092859929769793,
26,2023-05-10 13:03:00,0.037152054673979966,147180.00m,0.4130860171218913,
27,2023-05-10 17:21:00,-0.05181757442280564,15480.00m,-5.681395348837206,
28,2023-05-10 20:19:00,0.04054522610255053,10680.00m,6.109550561797753,
29,2023-05-12 19:28:00,-0.07332296645574614,169740.00m,-0.7233651466949458,
30,2023-05-15 17:12:00,0.0685264663805436,251040.00m,0.4235898661567876,
31,2023-05-17 11:44:00,-0.03873668822122431,153120.00m,-0.41947492163009403,
32,2023-05-18 12:15:00,0.03341640065048488,88260.00m,0.6034670292318156,
33,2023-05-18 17:57:00,-0.03950459885256352,20520.00m,-3.1710526315789473,
34,2023-05-21 00:58:00,0.03354065533980588,198060.00m,0.2679188124810668,
35,2023-05-22 02:05:00,-0.026236221397014575,90420.00m,-0.4744525547445255,
36,2023-05-23 05:54:00,0.03329263605326822,100140.00m,0.5293588975434392,
37,2023-05-25 01:27:00,-0.05588438016257677,156780.00m,-0.5864523536165333,
38,2023-05-29 00:22:00,0.09684995268169262,341700.00m,0.4402633889376645,
39,2023-06-02 00:38:00,-0.06603793518759819,346560.00m,-0.3246537396121885,
40,2023-06-04 22:16:00,0.03288764205938029,250680.00m,0.20876017233125915,
41,2023-06-05 19:27:00,-0.07235477935807949,76260.00m,-1.5594020456333595,
42,2023-06-07 00:45:00,0.07734900121208306,105480.00m,1.1180318543799772,
43,2023-06-07 10:02:00,-0.03611152712382603,33420.00m,-1.7748653500897638,
44,2023-06-07 11:32:00,0.021229588027755382,5400.00m,6.224444444444453,
45,2023-06-07 21:59:00,-0.029909566237072274,37620.00m,-1.2854864433811801,
