index,datetime,percentage_change,duration,trend,volatility
0,2023-04-18 12:22:00,,,,
1,2023-04-18 18:02:00,-0.015550168509430662,20400.00m,-1.3923529411764748,
2,2023-04-18 20:54:00,0.015011678345011726,10320.00m,2.615697674418613,
3,2023-04-19 09:08:00,-0.04470428896873433,44040.00m,-1.8527247956403288,
4,2023-04-19 14:39:00,0.014260151410874104,19860.00m,1.2519637462235693,
5,2023-04-19 21:43:00,-0.021242162690334736,25440.00m,-1.4766509433962318,
6,2023-04-19 22:09:00,0.012628127134007872,1560.00m,14.011538461538434,
7,2023-04-19 23:25:00,-0.019406009735525007,4560.00m,-7.45921052631576,
8,2023-04-20 01:41:00,0.01145372603916115,8160.00m,2.4124999999999894,
9,2023-04-20 03:05:00,-0.012618296529968404,5040.00m,-4.352380952380935,
10,2023-04-20 06:17:00,0.015069106060500085,11520.00m,2.2453124999999923,
11,2023-04-20 12:17:00,-0.02342687323730253,21600.00m,-1.8897222222222203,
12,2023-04-20 12:53:00,0.02013470150569484,2160.00m,15.86111111111111,
13,2023-04-20 19:28:00,-0.03151054268924986,23700.00m,-2.307848101265819,
14,2023-04-21 00:48:00,0.012120606458612859,19200.00m,1.0612499999999954,
15,2023-04-21 06:51:00,-0.018333450878059154,21780.00m,-1.4322314049586817,
16,2023-04-21 08:02:00,0.013592881698104449,4260.00m,5.329577464788753,
17,2023-04-21 11:20:00,-0.01042652348803008,11880.00m,-1.4858585858585895,
18,2023-04-21 13:40:00,0.013272545599753681,8400.00m,2.647142857142873,
19,2023-04-22 01:17:00,-0.0401655539022158,41820.00m,-1.630416068866573,
20,2023-04-22 23:07:00,0.025920129619059946,78600.00m,0.5373282442748103,
21,2023-04-23 00:34:00,-0.01476288926217868,5220.00m,-4.727586206896585,
22,2023-04-23 08:12:00,0.011140620275346111,27480.00m,0.6676855895196571,
23,2023-04-23 15:19:00,-0.014948711759004769,25620.00m,-0.9716627634660456,
24,2023-04-23 16:48:00,0.011876371616678885,5340.00m,3.648314606741581,
25,2023-04-23 18:50:00,-0.010280248836965572,7320.00m,-2.3311475409836184,
26,2023-04-24 01:18:00,0.021351117409232265,23280.00m,1.5067010309278408,
27,2023-04-24 08:59:00,-0.028285457841794533,27660.00m,-1.7158351409978307,
28,2023-04-24 13:52:00,0.018753289001578667,17580.00m,1.7392491467576743,
29,2023-04-24 17:02:00,-0.024075712969819568,11400.00m,-3.5078947368421054,
30,2023-04-25 00:21:00,0.020353851278824497,26340.00m,1.2526195899772243,
31,2023-04-25 08:23:00,-0.013458169036054108,28920.00m,-0.7697095435684648,
32,2023-04-26 12:57:00,0.10215510426203939,102840.00m,1.6208868144690765,
33,2023-04-26 14:23:00,-0.014816124587560545,5160.00m,-5.163953488372076,
34,2023-04-26 16:07:00,0.012096173383000364,6240.00m,3.4346153846153915,
35,2023-04-26 19:47:00,-0.06992625605610434,13200.00m,-9.499545454545462,
36,2023-04-26 19:54:00,0.012504811618394672,420.00m,49.65714285714317,
37,2023-04-26 20:04:00,-0.02994148140515691,600.00m,-84.27000000000007,
38,2023-04-26 20:16:00,0.022554958941037692,720.00m,51.316666666666606,
39,2023-04-26 20:29:00,-0.013704420087398759,780.00m,-29.43076923076912,
40,2023-04-26 20:59:00,0.03159205967590802,1800.00m,28.996666666666595,
41,2023-04-26 21:18:00,-0.010230485155939158,1140.00m,-15.294736842105186,
42,2023-04-26 22:00:00,0.02042703639021577,2520.00m,13.673809523809506,
43,2023-04-26 22:31:00,-0.01637212869043887,1860.00m,-15.15161290322583,
44,2023-04-27 00:26:00,0.04262685467038521,6900.00m,10.460000000000013,
45,2023-04-27 01:24:00,-0.026371243482812348,3480.00m,-13.377586206896577,
46,2023-04-27 05:34:00,0.0210603114538352,15000.00m,2.413199999999997,
47,2023-04-27 06:54:00,-0.019966085006290685,4800.00m,-7.3,
48,2023-04-27 11:12:00,0.014937765126144255,15480.00m,1.659689922480623,
49,2023-04-27 12:38:00,-0.013143693845424036,5160.00m,-4.446511627906951,
50,2023-04-27 15:21:00,0.025871256713361216,9780.00m,4.557055214723921,
51,2023-04-27 15:44:00,-0.017050199971481172,1380.00m,-21.834782608695683,
52,2023-04-27 18:44:00,0.03205305332964908,10800.00m,5.155555555555556,
53,2023-04-27 19:13:00,-0.013386880856760375,1740.00m,-13.793103448275861,
54,2023-04-27 19:34:00,0.010427408412483088,1260.00m,14.638095238095307,
55,2023-04-28 13:53:00,-0.028512055432834114,65940.00m,-0.7727934485896296,
56,2023-04-28 14:24:00,0.011396739938005706,1860.00m,10.638709677419449,
57,2023-04-28 15:06:00,-0.010222803822617978,2520.00m,-7.123809523809541,
58,2023-04-29 04:25:00,0.015250943259448965,47940.00m,0.5529411764705874,
59,2023-04-29 17:30:00,-0.01191751245303548,47100.00m,-0.4464968152866242,
60,2023-04-30 15:30:00,0.03030626290433588,79200.00m,0.6671969696969702,
61,2023-04-30 20:15:00,-0.026479006836847476,17100.00m,-2.7817543859649096,
62,2023-04-30 21:29:00,0.010796661165984413,4440.00m,4.252702702702663,
63,2023-05-01 05:42:00,-0.03750178192012918,29580.00m,-2.241176470588231,
64,2023-05-01 07:06:00,0.011767526985615924,5040.00m,3.972619047619056,
65,2023-05-01 16:25:00,-0.022843081899105704,33540.00m,-1.172450805008947,
66,2023-05-01 17:05:00,0.012862034527036615,2400.00m,9.014999999999963,
67,2023-05-01 20:57:00,-0.02587633730798755,13920.00m,-3.1672413793103416,
68,2023-05-02 12:44:00,0.019358826974383445,56820.00m,0.5654699049630412,
69,2023-05-02 14:07:00,-0.010125082898007965,4980.00m,-3.4397590361445785,
70,2023-05-02 14:31:00,0.024194068458501396,1440.00m,28.13749999999997,
71,2023-05-02 15:02:00,-0.011260323712443648,1860.00m,-10.383870967741865,
72,2023-05-02 19:12:00,0.02062253230120423,15000.00m,2.331599999999991,
73,2023-05-03 02:06:00,-0.01600105379557054,24840.00m,-1.1149758454106244,
74,2023-05-03 08:35:00,0.013034364926989943,23340.00m,0.9511568123393316,
75,2023-05-03 15:06:00,-0.020798775928920366,23460.00m,-1.5296675191815818,
76,2023-05-03 17:42:00,0.02171288141371661,9360.00m,3.9192307692307553,
77,2023-05-03 18:37:00,-0.016204492210581956,3300.00m,-8.476363636363649,
78,2023-05-03 18:40:00,0.010263712036631383,180.00m,96.83333333333333,
79,2023-05-03 19:10:00,-0.011897559286705897,1800.00m,-11.339999999999902,
80,2023-05-03 22:25:00,0.035251770552029986,11700.00m,5.107692307692307,
81,2023-05-03 23:44:00,-0.010762429957025593,4740.00m,-3.9848101265823153,
82,2023-05-04 10:35:00,0.014646571119505477,39060.00m,0.6509984639016942,
83,2023-05-04 13:40:00,-0.023120757249079592,11100.00m,-3.669189189189205,
84,2023-05-05 02:01:00,0.026973406647815112,44460.00m,1.0439946018893416,
85,2023-05-05 12:33:00,-0.019596858798724803,37920.00m,-0.9132911392405075,
86,2023-05-05 17:02:00,0.026814191470572932,16140.00m,2.8784386617100344,
87,2023-05-05 18:52:00,-0.01095754583350189,6600.00m,-2.9536363636363436,
88,2023-05-06 00:38:00,0.01575740215986546,20760.00m,1.3355491329479727,
89,2023-05-06 15:01:00,-0.046233382570162504,51780.00m,-1.5958285052143693,
90,2023-05-06 18:43:00,0.018978698241513818,13320.00m,2.4288288288288324,
91,2023-05-06 21:44:00,-0.010390328151986159,10860.00m,-1.66187845303867,
92,2023-05-07 01:27:00,0.015466400457953399,13380.00m,1.9869955156950605,
93,2023-05-07 11:26:00,-0.012260976272072018,35940.00m,-0.5954924874791331,
94,2023-05-07 14:51:00,0.011257812608750122,12300.00m,1.578048780487805,
95,2023-05-08 08:56:00,-0.0486525735483893,65100.00m,-1.3030414746543773,
96,2023-05-08 15:01:00,0.014707744173512394,21900.00m,1.113972602739732,
97,2023-05-08 20:10:00,-0.02771648266249345,18540.00m,-2.516181229773463,
98,2023-05-09 01:33:00,0.0167409732203091,19380.00m,1.4136222910216671,
99,2023-05-09 06:36:00,-0.010825430024160712,18180.00m,-0.9907590759075932,
100,2023-05-09 13:12:00,0.013473905245198908,23760.00m,0.9333333333333388,
101,2023-05-09 16:05:00,-0.01662566006244517,10380.00m,-2.6716763005780386,
102,2023-05-10 01:23:00,0.01725424497589456,33480.00m,0.845340501792116,
103,2023-05-10 08:07:00,-0.01194538635521885,24240.00m,-0.822277227722774,
104,2023-05-10 13:03:00,0.02947844979747213,17760.00m,2.7364864864864864,
105,2023-05-10 17:21:00,-0.05181757442280564,15480.00m,-5.681395348837206,
106,2023-05-10 20:19:00,0.04054522610255053,10680.00m,6.109550561797753,
107,2023-05-10 21:23:00,-0.021193576357786265,3840.00m,-9.2421875,
108,2023-05-10 23:04:00,0.01393957807884205,6060.00m,3.7702970297029634,
109,2023-05-11 17:47:00,-0.034243484351251144,67380.00m,-0.844612644701692,
110,2023-05-11 19:14:00,0.010770012934482678,5220.00m,3.3114942528735467,
111,2023-05-11 19:44:00,-0.010241028467026323,1800.00m,-9.229999999999928,
112,2023-05-12 01:16:00,0.01003684411129457,19920.00m,0.8090361445783089,
113,2023-05-12 06:19:00,-0.03378838327783941,18180.00m,-3.0141914191419117,
114,2023-05-12 14:15:00,0.0180344377352422,28560.00m,0.9894957983193278,
115,2023-05-12 19:28:00,-0.027256964686678452,18780.00m,-2.3153354632587884,
116,2023-05-13 18:49:00,0.043761357924448026,84060.00m,0.8078515346181293,
117,2023-05-14 01:16:00,-0.013172907374753602,23220.00m,-0.9188630490956035,
118,2023-05-14 15:09:00,0.01819499084056581,49980.00m,0.5818727490996407,
119,2023-05-15 00:48:00,-0.014533308263192267,34740.00m,-0.6808290155440427,
120,2023-05-15 17:12:00,0.03387991634773299,59040.00m,0.9203252032520309,
121,2023-05-16 01:31:00,-0.02755171827336768,29940.00m,-1.5258517034068093,
122,2023-05-16 08:22:00,0.014765255508132399,24660.00m,0.9654501216544994,
123,2023-05-16 19:54:00,-0.013479668655370128,41520.00m,-0.5312138728323731,
124,2023-05-17 01:38:00,0.011210603982440767,20640.00m,0.8767441860465179,
125,2023-05-17 11:44:00,-0.023521670887751065,36360.00m,-1.0559405940594084,
126,2023-05-17 20:08:00,0.03332605553213272,30240.00m,1.7565476190476175,
127,2023-05-18 06:26:00,-0.011151143347383017,37080.00m,-0.4953074433656935,
128,2023-05-18 12:15:00,0.011365310934276451,20940.00m,0.8839541547277937,
129,2023-05-18 17:57:00,-0.03950459885256352,20520.00m,-3.1710526315789473,
130,2023-05-18 21:41:00,0.025087226941747573,13440.00m,2.953125,
131,2023-05-19 15:08:00,-0.011520745851754619,62820.00m,-0.2974212034383968,
132,2023-05-19 15:20:00,0.015480142674816032,720.00m,34.466666666666846,
133,2023-05-19 15:34:00,-0.016099249217704725,840.00m,-31.19999999999995,
134,2023-05-21 00:58:00,0.02088413891792065,120240.00m,0.2781936127744511,
135,2023-05-22 02:05:00,-0.026236221397014575,90420.00m,-0.4744525547445255,
136,2023-05-23 05:54:00,0.03329263605326822,100140.00m,0.5293588975434392,
137,2023-05-24 15:09:00,-0.04806917351363384,119700.00m,-0.660701754385966,
138,2023-05-24 20:32:00,0.014048301331657935,19380.00m,1.135294117647061,
139,2023-05-25 01:27:00,-0.021949791269196623,17700.00m,-1.9694915254237289,
140,2023-05-26 14:34:00,0.03888985456863083,133620.00m,0.4520880107768295,
141,2023-05-27 13:57:00,-0.012407372291813094,84180.00m,-0.2378474697077696,
142,2023-05-29 00:22:00,0.0690545750256009,123900.00m,0.8882324455205814,
143,2023-05-29 17:05:00,-0.030331950499721764,60180.00m,-0.8587238285144558,
144,2023-05-30 10:37:00,0.017563420436180012,63120.00m,0.4596958174904929,
145,2023-05-30 16:17:00,-0.016100306587527296,20400.00m,-1.3267647058823486,
146,2023-05-30 19:46:00,0.010109914027641772,12540.00m,1.3334928229665106,
