Bucket Type,Count,Local Extrema Closes,Local Extrema Type,First Local Extrema Datetime,Last Local Extrema Datetime
WS,2,[],[],,
WS,1,[],[],,
WS,3,[],[],,
WS,8,"[27906.5, 28142.3, 27990.0]","['Min', 'Max', 'Min']",2023-04-21 06:00:00,2023-04-21 10:00:00
WS,1,[],[],,
WS,5,[27201.1],['Min'],2023-04-22 08:00:00,2023-04-22 08:00:00
WS,3,[27517.1],['Min'],2023-04-23 10:00:00,2023-04-23 10:00:00
WS,4,"[27570.1, 27443.5]","['Max', 'Min']",2023-04-23 16:00:00,2023-04-23 18:00:00
WS,3,[27793.7],['Max'],2023-04-24 00:00:00,2023-04-24 00:00:00
WS,3,[],[],,
WS,4,[27418.0],['Max'],2023-04-25 08:00:00,2023-04-25 08:00:00
WS,1,[],[],,
WS,1,[],[],,
WS,12,[],[],,
WS,3,[29375.6],['Min'],2023-04-27 22:00:00,2023-04-27 22:00:00
WS,4,[],[],,
WS,5,[],[],,
WS,4,[],[],,
WS,7,"[28350.5, 27663.7]","['Max', 'Min']",2023-05-01 16:00:00,2023-05-01 20:00:00
WS,4,[],[],,
WS,1,[],[],,
WS,3,[28676.8],['Max'],2023-05-03 08:00:00,2023-05-03 08:00:00
WS,8,"[28559.3, 28308.8]","['Max', 'Min']",2023-05-03 17:00:00,2023-05-03 19:00:00
WS,5,[28909.4],['Max'],2023-05-04 16:00:00,2023-05-04 16:00:00
WS,7,"[29580.0, 29391.2]","['Max', 'Min']",2023-05-05 16:00:00,2023-05-05 18:00:00
WS,2,[],[],,
WS,4,[],[],,
WS,4,[28563.5],['Max'],2023-05-08 00:00:00,2023-05-08 00:00:00
WS,3,[27958.1],['Max'],2023-05-08 14:00:00,2023-05-08 14:00:00
WS,8,"[27687.3, 27535.0]","['Max', 'Min']",2023-05-09 01:00:00,2023-05-09 06:00:00
WS,1,[],[],,
WS,5,[28166.6],['Max'],2023-05-10 16:00:00,2023-05-10 16:00:00
WS,2,[],[],,
