datetime,sigai_output,rolling_mean,std,0.7std,1.5std,3std,upper_0.7std,lower_0.7std,upper_1.5std,lower_1.5std,upper_3std,lower_3std,SB,MB,WB,A,WS,MS,SS
2023-09-01 00:00:00,-0.01253395,0.0033913562499999,0.004907339652173,0.0034351377565211,0.0073610094782596,0.0147220189565192,0.0068264940065211,-4.37815065211615e-05,0.0107523657282596,-0.0039696532282596,0.0181133752065192,-0.0113306627065192,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:01:00,-0.012537532166666667,0.0033810803541665666,0.004924057995637738,0.003446840596946417,0.007386086993456707,0.014772173986913415,0.006827920951113084,-6.576024277981048e-05,0.010767167347623374,-0.0040050066392900395,0.01815325434108008,-0.011391093632746749,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:02:00,-0.012541114333333334,0.003370804458333233,0.004940776339102476,0.0034585434373717336,0.007411164508653814,0.01482232901730763,0.006829347895705067,-8.773897903845945e-05,0.010781968966987146,-0.004040360050320479,0.01819313347564096,-0.011451524558974297,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:03:00,-0.0125446965,0.0033605285624999,0.004957494682567214,0.0034702462777970503,0.00743624202385092,0.014872484047701846,0.00683077484029705,-0.00010971771529710842,0.01079677058635092,-0.00407571346135092,0.018233012610201844,-0.011511955485201847,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:04:00,-0.012548278666666668,0.0033502526666665667,0.004974213026031953,0.0034819491182223666,0.007461319539048027,0.01492263907809606,0.0068322017848890335,-0.0001316964515557574,0.010811572205714694,-0.00411106687238136,0.018272891744762727,-0.011572386411429395,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:05:00,-0.012551860833333334,0.0033399767708332333,0.004990931369496692,0.0034936519586476833,0.007486397054245133,0.014972794108490275,0.006833628729481017,-0.00015367518781440637,0.010826373825078468,-0.0041464202834118,0.018312770879323606,-0.011632817337656942,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:06:00,-0.012555443,0.0033297008749999,0.00500764971296143,0.003505354799073,0.0075114745694422405,0.01502294913888449,0.006835055674073,-0.00017565392407305533,0.01084117544444224,-0.0041817736944422396,0.01835265001388449,-0.01169324826388449,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:07:00,-0.012559025166666666,0.0033194249791665665,0.005024368056426168,0.003517057639498317,0.007536552084639347,0.015073104169278706,0.0068364826186649835,-0.00019763266033170432,0.010855977063806014,-0.004217127105472679,0.018392529148445372,-0.011753679190112038,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:08:00,-0.012562607333333333,0.0033091490833332335,0.005041086399890906,0.0035287604799236335,0.007561629599836453,0.01512325919967292,0.006837909563256967,-0.00021961139659035329,0.010870778683169787,-0.00425248051650312,0.01843240828300625,-0.011814110116339586,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:09:00,-0.0125661895,0.0032988731874999,0.005057804743355645,0.0035404633203489503,0.007586707115033561,0.015173414230067135,0.00683933650784895,-0.00024159013284900225,0.01088558030253356,-0.00428783392753356,0.018472287417567134,-0.011874541042567136,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:10:00,-0.012569771666666667,0.0032885972916665666,0.005074523086820383,0.003552166160774267,0.007611784630230667,0.01522356926046135,0.006840763452440933,-0.00026356886910765124,0.010900381921897333,-0.004323187338564,0.018512166552128013,-0.011934971968794684,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01 00:11:00,-0.012573353833333334,0.0032783213958332332,0.005091241430285122,0.0035638690011995833,0.0076368621454277735,0.015273724290855566,0.006842190397032917,-0.0002855476053663002,0.010915183541261107,-0.00435854074959444,0.018552045686688896,-0.011995402895022232,1.0,0.0,0.0,0.0,0.0,0.0,0.0
