datetime,sigai_output,rolling_mean,std,0.7std,1.5std,3std,upper_0.7std,lower_0.7std,upper_1.5std,lower_1.5std,upper_3std,lower_3std,SB,MB,WB,A,WS,MS,SS
2023-05-01 00:00:00,0.000612,0.0050093079166666,0.0023691295589381,0.0016583906912567,0.0035536943384072,0.0071073886768145,0.0066676986079233,0.0033509172254099,0.0085630022550739,0.0014556135782593,0.0121166965934812,-0.0020980807601478,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:01:00,0.0006155578333333333,0.005009058909722156,0.002369565530530677,0.0016586958713715033,0.003554348295796065,0.007108696591592229,0.00666775478109366,0.003350363038350652,0.00856340720551832,0.0014547106139259915,0.012117755501314484,-0.0020996376818699734,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:02:00,0.0006191156666666667,0.005008809902777713,0.002370001502123253,0.0016590010514863065,0.00355500225318493,0.007110004506369957,0.00666781095426402,0.0033498088512914034,0.00856381215596274,0.0014538076495926833,0.012118814409147766,-0.002101194603592147,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:03:00,0.0006226735,0.00500856089583327,0.00237043747371583,0.00165930623160111,0.003555656210573795,0.007111312421147685,0.00666786712743438,0.0033492546642321552,0.00856421710640716,0.001452904685259375,0.012119873316981049,-0.00210275152531432,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:04:00,0.0006262313333333334,0.005008311888888826,0.002370873445308407,0.0016596114117159132,0.00355631016796266,0.007112620335925413,0.00666792330060474,0.0033487004771729067,0.00856462205685158,0.0014520017209260665,0.012120932224814333,-0.0021043084470364934,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:05:00,0.0006297891666666666,0.005008062881944383,0.002371309416900983,0.0016599165918307166,0.003556964125351525,0.007113928250703142,0.0066679794737751,0.0033481462901136586,0.008565027007296,0.0014510987565927583,0.012121991132647617,-0.002105865368758667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:06:00,0.000633347,0.0050078138749999395,0.00237174538849356,0.00166022177194552,0.00355761808274039,0.00711523616548087,0.00666803564694546,0.00334759210305441,0.00856543195774042,0.00145019579225945,0.0121230500404809,-0.00210742229048084,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:07:00,0.0006369048333333333,0.005007564868055496,0.002372181360086137,0.0016605269520603232,0.003558272040129255,0.007116544080258598,0.00666809182011582,0.003347037915995162,0.00856583690818484,0.0014492928279261415,0.012124108948314182,-0.0021089792122030134,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:08:00,0.0006404626666666667,0.005007315861111053,0.002372617331678713,0.0016608321321751266,0.00355892599751812,0.007117851995036327,0.00666814799328618,0.0033464837289359133,0.00856624185862926,0.0014483898635928333,0.012125167856147466,-0.002110536133925187,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:09:00,0.0006440205,0.00500706685416661,0.00237305330327129,0.0016611373122899298,0.003559579954906985,0.007119159909814056,0.00666820416645654,0.003345929541876665,0.00856664680907368,0.001447486899259525,0.01212622676398075,-0.00211209305564736,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:10:00,0.0006475783333333334,0.005006817847222166,0.002373489274863867,0.0016614424924047333,0.00356023391229585,0.007120467824591784,0.0066682603396269,0.0033453753548174166,0.0085670517595181,0.0014465839349262167,0.012127285671814033,-0.0021136499773695334,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 00:11:00,0.0006511361666666667,0.005006568840277723,0.002373925246456443,0.0016617476725195367,0.003560887869684715,0.007121775739369512,0.00666831651279726,0.0033448211677581685,0.00856745670996252,0.0014456809705929083,0.012128344579647315,-0.0021152068990917066,1.0,0.0,0.0,0.0,0.0,0.0,0.0
