datetime,sigai_output,rolling_mean,std,0.7std,1.5std,3std,upper_0.7std,lower_0.7std,upper_1.5std,lower_1.5std,upper_3std,lower_3std,SB,MB,WB,A,WS,MS,SS
2023-08-01 00:00:00,-0.00070864,0.007514923333333333,0.003442815191914252,0.0024099706343399764,0.005164222787871378,0.010328445575742756,0.00992489396767331,0.0051049526989933565,0.012679146121204712,0.002350700545461955,0.01784336890907609,-0.002813522242409423,1,0,0,0,0,0,0
2023-08-01 01:00:00,0.00146331,0.007357461666666666,0.003632468403766581,0.002542727882636607,0.005448702605649872,0.010897405211299744,0.009900189549303273,0.0048147337840300595,0.01280616427231654,0.0019087590610167944,0.01825486687796641,-0.0035399435446330776,1,0,0,0,0,0,0
2023-08-01 02:00:00,0.00105748,0.007183013749999999,0.0038333471882403118,0.002683343031768218,0.005750020782360468,0.011500041564720936,0.009866356781768218,0.00449967071823178,0.012933034532360468,0.0014329929676395311,0.018683055314720934,-0.004317027814720937,1,0,0,0,0,0,0
2023-08-01 03:00:00,0.00082329,0.007001922916666666,0.00403020842968235,0.002821145900777645,0.006045312644523525,0.01209062528904705,0.009823068817444311,0.004180777015889021,0.013047235561190192,0.0009566102721431406,0.019092548205713718,-0.005088702372380385,1,0,0,0,0,0,0
2023-08-01 04:00:00,-0.00169631,0.0067468499999999995,0.004378995510779424,0.0030652968575455965,0.006568493266169136,0.013136986532338272,0.009812146857545596,0.003681553142454403,0.013315343266169136,0.00017835673383086344,0.019883836532338273,-0.006390136532338273,1,0,0,0,0,0,0
2023-08-01 05:00:00,-0.00137615,0.0065035375,0.004664327026928203,0.003265028918849742,0.006996490540392305,0.01399298108078461,0.009768566418849742,0.003238508581150258,0.013500028040392305,-0.0004929530403923049,0.02049651858078461,-0.00748944358078461,1,0,0,0,0,0,0
2023-08-01 06:00:00,-0.00115887,0.00626352875,0.004908282284723796,0.003435797599306657,0.007362423427085693,0.014724846854171386,0.009699326349306656,0.0028277311506933428,0.013625952177085694,-0.0010988946770856935,0.020988375604171387,-0.008461318104171386,1,0,0,0,0,0,0
2023-08-01 07:00:00,-0.00126444,0.0060066450000000006,0.005138633994243179,0.0035970437959702254,0.007707950991364769,0.015415901982729538,0.009603688795970226,0.002409601204029775,0.01371459599136477,-0.0017013059913647682,0.021422546982729537,-0.009409256982729538,0,1,0,0,0,0,0
2023-08-01 08:00:00,0.00231001,0.005654912083333332,0.005088389135273959,0.0035618723946917712,0.007632583702910939,0.015265167405821877,0.009216784478025104,0.002093039688641561,0.013287495786244271,-0.0019776716195776065,0.02092007948915521,-0.009610255322488544,0,0,1,0,0,0,0
2023-08-01 09:00:00,0.00241387,0.005305782500000001,0.005007335525537198,0.0035051348678760384,0.007511003288305796,0.015022006576611593,0.00881091736787604,0.0018006476321239624,0.012816785788305796,-0.0022052207883057956,0.020327789076611594,-0.009716224076611591,0,0,1,0,0,0,0
2023-08-01 10:00:00,0.00255512,0.004962639166666666,0.00489607576726945,0.0034272530370886146,0.007344113650904175,0.01468822730180835,0.008389892203755281,0.0015353861295780515,0.012306752817570842,-0.002381474484237509,0.01965086646847502,-0.009725588135141685,0,0,1,0,0,0,0
