datetime,sigai_output,rolling_mean,std,0.7std,1.5std,3std,upper_0.7std,lower_0.7std,upper_1.5std,lower_1.5std,upper_3std,lower_3std,SB,MB,WB,A,WS,MS,SS
2024-02-01 00:00:00,0.00893318,0.0063426754166666655,0.0028087254942117733,0.001966107845948241,0.00421308824131766,0.00842617648263532,0.008308783262614906,0.004376567570718424,0.010555763657984326,0.0021295871753490058,0.014768851899301985,-0.002083501065968654,0,0,0,0,0,1,0
2024-02-01 01:00:00,0.00875695,0.00664453375,0.00265195112743818,0.0018563657892067258,0.00397792669115727,0.00795585338231454,0.008500899539206725,0.004788167960793274,0.01062246044115727,0.00266660705884273,0.01460038713231454,-0.0013113196323145402,0,0,0,0,0,1,0
2024-02-01 02:00:00,0.00841872,0.006904569583333332,0.002496337710773672,0.0017474363975415704,0.003744506566160508,0.007489013132321016,0.008652005980874903,0.005157133185791762,0.010649076149493841,0.003160063017172824,0.014393582715654349,-0.0005844435489876839,0,0,0,0,1,0,0
2024-02-01 03:00:00,0.00772803,0.007112758749999999,0.0023364076249984714,0.00163548533749893,0.003504611437497707,0.007009222874995414,0.008748244087498929,0.005477273412501069,0.010617370187497706,0.003608147312502292,0.014121981624995412,0.00010353587500458537,0,0,0,0,1,0,0
2024-02-01 04:00:00,0.00327068,0.0071514058333333325,0.002260520993597577,0.0015823646955183037,0.0033907814903963653,0.0067815629807927305,0.008733770528851636,0.005569041137815029,0.010542187323729697,0.003760624342936967,0.013932968814126062,0.0003698428525406019,1,0,0,0,0,0,0
2024-02-01 05:00:00,0.00308828,0.007172627916666666,0.0022177132649117384,0.0015523992854382168,0.003326569897367608,0.006653139794735216,0.008725027202104883,0.005620228631228449,0.010499197814034274,0.0038460580192990583,0.013825767711401881,0.0005194881219314504,1,0,0,0,0,0,0
2024-02-01 06:00:00,0.00308499,0.007178889583333333,0.0022054053492105144,0.00154378374444736,0.0033081080238157715,0.006616216047631543,0.008722673327780693,0.0056351058388859725,0.010486997607149105,0.0038707815595175614,0.013795105630964876,0.0005626735357017899,1,0,0,0,0,0,0
2024-02-01 07:00:00,0.00314084,0.007171435833333333,0.0022192741831116333,0.0015534919281781432,0.0033289112746674497,0.0066578225493348995,0.008724927761511476,0.00561794390515519,0.010500347108000782,0.0038425245586658835,0.013829258382668233,0.0005136132839984337,1,0,0,0,0,0,0
2024-02-01 08:00:00,0.00209924,0.007044459583333332,0.002418404381929347,0.0016928830673505427,0.0036276065728940207,0.007255213145788041,0.008737342650683873,0.005351576515982789,0.010672066156227351,0.003416853010439311,0.014299672729121374,-0.0002107535624547097,1,0,0,0,0,0,0
2024-02-01 09:00:00,0.00214248,0.006905696249999998,0.002601143544837737,0.001820800481386416,0.0039017153172566056,0.007803430634513211,0.008726496731386413,0.005084895768613582,0.010807411567256604,0.003003980932743393,0.014709126884513209,-0.0008977343845132128,1,0,0,0,0,0,0
2024-02-01 10:00:00,0.00215443,0.006764144166666665,0.002765290150650875,0.0019357031054556125,0.0041479352259763125,0.008295870451952625,0.008699847272122278,0.004828441061211053,0.010912079392642979,0.002616208940690353,0.015060014618619291,-0.0015317262852859595,1,0,0,0,0,0,0
2024-02-01 11:00:00,0.00216201,0.0066286958333333324,0.002910178523757423,0.002037124966630196,0.004365267785636135,0.00873053557127227,0.008665820799963529,0.004591570866703136,0.010993963618969468,0.0022634280476971974,0.015359231404605603,-0.0021018397379389377,1,0,0,0,0,0,0
2024-02-01 12:00:00,0.00473106,0.006461792083333332,0.0028988660648695975,0.002029206245408718,0.004348299097304396,0.008696598194608792,0.00849099832874205,0.0044325858379246135,0.010810091180637728,0.0021134929860289354,0.015158390277942125,-0.002234806111275461,0,0,1,0,0,0,0
2024-02-01 13:00:00,0.00473495,0.006303460416666666,0.0028844506244427594,0.0020191154371099313,0.004326675936664139,0.008653351873328278,0.008322575853776597,0.004284344979556735,0.010630136353330804,0.001976784480002527,0.014956812289994945,-0.002349891456661612,0,0,1,0,0,0,0
2024-02-01 14:00:00,0.00474096,0.006154911249999999,0.0028685881380467377,0.0020080116966327164,0.004302882207070107,0.008605764414140214,0.008162922946632716,0.0041468995533672824,0.010457793457070106,0.001852029042929892,0.014760675664140212,-0.0024508531641402147,0,0,1,0,0,0,0
2024-02-01 15:00:00,0.00472282,0.006016929583333331,0.0028538600848531156,0.001997702059397181,0.004280790127279673,0.008561580254559347,0.008014631642730512,0.00401922752393615,0.010297719710613005,0.0017361394560536578,0.014578509837892679,-0.0025446506712260156,0,0,1,0,0,0,0
2024-02-01 16:00:00,0.00664166,0.005933817083333332,0.002802847835235274,0.0019619934846646916,0.004204271752852911,0.008408543505705822,0.007895810567998023,0.00397182359866864,0.010138088836186242,0.0017295453304804207,0.014342360589039153,-0.0024747264223724903,0,0,0,0,1,0,0
2024-02-01 17:00:00,0.00785082,0.005908844583333332,0.0027820460034502486,0.0019474322024151738,0.004173069005175373,0.008346138010350746,0.007856276785748507,0.003961412380918158,0.010081913588508705,0.0017357755781579592,0.014254982593684077,-0.0024372934270174137,0,0,0,0,1,0,0
