datetime,sigai_output
2023-11-02 11:00:00,0.02615806
2023-11-10 08:00:00,0.03536004
2023-11-13 04:00:00,0.02446439
2023-11-13 05:00:00,0.02345762
2023-12-04 14:00:00,0.02843988
2023-12-04 15:00:00,0.02791096
2023-12-11 02:00:00,0.02391963
2023-12-18 00:00:00,0.03090619
2023-12-18 16:00:00,0.02395435
2023-12-18 17:00:00,0.02346172
2023-12-18 18:00:00,0.02321381
2023-12-18 19:00:00,0.02298093
2023-12-18 20:00:00,0.02283671
2023-12-19 16:00:00,0.02574801
2023-12-19 17:00:00,0.02422801
2023-12-20 00:00:00,0.03239847
2023-12-20 01:00:00,0.03201249
2023-12-20 02:00:00,0.03139315
2023-12-20 03:00:00,0.03117105
2023-12-20 04:00:00,0.03116032
2023-12-20 05:00:00,0.03116075
2023-12-20 06:00:00,0.03117126
2023-12-20 07:00:00,0.031126
2023-12-21 02:00:00,0.02275362
2023-12-21 16:00:00,0.0259912
2023-12-21 17:00:00,0.02554294
2023-12-21 18:00:00,0.02463493
2023-12-25 16:00:00,0.02789546
2023-12-25 17:00:00,0.02663063
2023-12-25 18:00:00,0.02807449
2023-12-25 19:00:00,0.02863622
2023-12-25 20:00:00,0.02857735
2023-12-25 21:00:00,0.02778057
2023-12-25 22:00:00,0.02736848
2023-12-25 23:00:00,0.02747422
2023-12-26 12:00:00,0.04281056
2023-12-26 13:00:00,0.04293648
2023-12-26 14:00:00,0.04359437
2023-12-26 15:00:00,0.04346788
2023-12-26 19:00:00,0.04736943
2023-12-26 20:00:00,0.04684194
2023-12-26 21:00:00,0.04541727
2023-12-27 16:00:00,0.03392618
2023-12-27 17:00:00,0.03409464
2023-12-27 18:00:00,0.03408252
2023-12-27 19:00:00,0.03406254
2023-12-28 05:00:00,0.03170378
2023-12-28 06:00:00,0.03295364
2023-12-28 07:00:00,0.03437004
2023-12-28 20:00:00,0.04971555
2023-12-28 21:00:00,0.05001037
2023-12-28 22:00:00,0.04954243
2023-12-28 23:00:00,0.04815677
2023-12-29 00:00:00,0.05352361
2023-12-29 01:00:00,0.05075019
2023-12-29 02:00:00,0.04996526
2023-12-29 03:00:00,0.05018959
2023-12-30 06:00:00,0.0367563
2023-12-31 08:00:00,0.03847129
2023-12-31 09:00:00,0.04010964
2023-12-31 13:00:00,0.03856155
2023-12-31 14:00:00,0.03771853
2023-12-31 15:00:00,0.03714343
2023-12-31 16:00:00,0.03626389
2023-12-31 17:00:00,0.03597118
2023-12-31 18:00:00,0.0360675
2023-12-31 19:00:00,0.03637077
2023-12-31 20:00:00,0.03723346
2023-12-31 21:00:00,0.03776143
2023-12-31 22:00:00,0.03802025
2023-12-31 23:00:00,0.03704869
2024-01-01 12:00:00,0.04175989
2024-01-01 13:00:00,0.04170253
2024-01-01 14:00:00,0.04133007
2024-01-01 23:00:00,0.03933978
2024-01-02 07:00:00,0.05092131
2024-01-02 09:00:00,0.04373217
2024-01-02 10:00:00,0.04568808
2024-01-02 11:00:00,0.0495932
2024-01-02 12:00:00,0.04690142
2024-01-02 13:00:00,0.0482174
2024-01-02 14:00:00,0.04779756
2024-01-02 16:00:00,0.05285902
2024-01-02 17:00:00,0.05082256
