datetime,average,trend,duration,next-signal,variance
4/23/2023 11:00,0.0039228,-0.0004285,5,WS,5.99e-07
5/13/2023 23:00,0.004676,-2.92e-05,5,MB,6.49e-08
5/19/2023 11:00,0.0076072,-1.64e-05,5,WB,4.14e-08
5/28/2023 18:00,0.0088804,0.0003448,5,SS,2.75e-07
6/11/2023 8:00,0.0033336,1.32e-05,5,SS,7.38e-08
6/29/2023 19:00,0.0125202,-0.0002281,5,WB,1.07e-07
6/30/2023 8:00,0.013999,0.0001168,5,WS,6.66e-08
7/8/2023 15:00,0.0060926,-0.0001954,5,WS,2.6e-07
7/14/2023 3:00,0.0145946,-0.0001396,5,WS,4.08e-08
8/15/2023 11:00,0.0182222,-3.32e-05,5,MB,1.64e-08
8/21/2023 10:00,0.0015636,-0.0002368,5,WS,1.17e-07
8/21/2023 16:00,0.002995,0.0001459,5,WS,2.24e-07
9/7/2023 3:00,0.0058138,5.53e-05,5,SB,1.02e-08
9/9/2023 19:00,0.0033776,0.0001159,5,WB,5.13e-08
9/13/2023 8:00,0.0050876,-0.0004735,5,WS,4.99e-07
9/27/2023 10:00,0.0097398,0.0001341,5,SS,8.55e-08
10/12/2023 2:00,0.010831,-0.0003577,5,WS,2.58e-07
10/21/2023 23:00,0.0032174,0.0001263,5,SS,6.35e-08
10/22/2023 11:00,0.0075498,3.63e-05,5,SS,4.52e-09
10/28/2023 11:00,0.0165334,-3.78e-05,5,WS,1.49e-08
11/1/2023 7:00,0.0152508,-0.0001238,5,WB,3.24e-08
11/12/2023 9:00,0.0192154,0.0001199,5,WS,1.59e-07
11/18/2023 11:00,0.0115238,-8.1e-06,5,MB,1.85e-10
12/3/2023 7:00,0.0151374,0.000309,5,WS,2.82e-07
12/17/2023 11:00,0.0351448,8.03e-05,5,SB,5.47e-08
12/21/2023 3:00,0.0236082,0.0001453,5,SS,1e-07
1/5/2024 10:00,0.0082534,0.0001555,5,WS,8.1e-08
1/14/2024 3:00,0.0095574,0.0001854,5,SS,7.42e-08
1/18/2024 12:00,0.0124432,0.0001857,5,SS,3.24e-07
1/22/2024 2:00,0.0093666,-0.0001779,5,WS,6.95e-08
1/24/2024 8:00,0.010678,7.41e-05,5,WS,1.45e-08
2/14/2024 19:00,0.0183356,-0.0004383,5,MB,4.76e-07
2/19/2024 3:00,0.0202872,-3.92e-05,5,SS,3.1e-08
3/8/2024 3:00,0.0374564,-0.000179,5,SS,1.04e-06
3/17/2024 4:00,0.0312728,0.0003074,5,SS,1.2e-06
3/30/2024 11:00,0.0372172,0.0005815,5,SS,1.21e-06
3/31/2024 22:00,0.073306,-0.0001694,5,WS,3.43e-06
4/11/2024 8:00,0.0122688,4.87e-05,5,WS,2.48e-07
