datetime,average,trend,duration,next-signal,variance
4/20/2023 2:00,-0.000406,-4.6e-05,2,MB,5.29e-10
4/25/2023 16:00,0.0027065,-0.000583,2,WS,8.5e-08
5/12/2023 12:00,0.0003035,-0.000741,2,MB,1.37e-07
5/15/2023 18:00,-0.001208,5.8e-05,2,WS,8.41e-10
5/21/2023 14:00,0.0007955,0.000627,2,MB,9.83e-08
5/22/2023 22:00,0.0066695,4.3e-05,2,WS,4.62e-10
5/24/2023 18:00,0.002765,0.000172,2,WS,7.4e-09
5/30/2023 22:00,0.007842,0.000192,2,WS,9.22e-09
6/4/2023 3:00,0.003081,0.00166,2,WS,6.89e-07
6/5/2023 0:00,0.0073725,-0.002073,2,MB,1.07e-06
6/12/2023 14:00,0.0048755,8.1e-05,2,MS,1.64e-09
6/13/2023 16:00,0.010113,0.00018,2,MB,8.1e-09
6/16/2023 6:00,0.00967,-0.000482,2,MB,5.81e-08
6/18/2023 13:00,0.01046,0.000318,2,WS,2.53e-08
6/20/2023 20:00,0.007791,3.8e-05,2,WS,3.61e-10
6/24/2023 16:00,0.006415,-0.000124,2,WS,3.84e-09
6/24/2023 20:00,0.005804,0.0001,2,WS,2.5e-09
6/30/2023 5:00,0.0100885,0.001057,2,WS,2.79e-07
7/3/2023 16:00,0.0107015,-0.000385,2,MB,3.71e-08
7/5/2023 18:00,0.0065495,0.000315,2,MB,2.48e-08
7/8/2023 22:00,0.002756,-0.000636,2,SB,1.01e-07
7/11/2023 14:00,0.0098255,-0.000167,2,SB,6.97e-09
7/12/2023 0:00,0.0080115,0.000289,2,WS,2.09e-08
7/14/2023 17:00,0.012185,-0.000584,2,MB,8.53e-08
7/17/2023 14:00,-0.002687,0.000316,2,SS,2.5e-08
7/19/2023 21:00,0.004938,-0.000396,2,MB,3.92e-08
7/29/2023 10:00,0.00456,6.4e-05,2,MB,1.02e-09
8/9/2023 0:00,0.010972,-9.6e-05,2,WS,2.3e-09
8/15/2023 21:00,0.0113895,-0.000221,2,MB,1.22e-08
8/23/2023 21:00,0.0037815,-0.000171,2,WS,7.31e-09
8/31/2023 18:00,0.003461,0.000166,2,SB,6.89e-09
9/3/2023 12:00,-0.0002025,0.000447,2,WS,5e-08
9/8/2023 5:00,0.001353,0.001526,2,WS,5.82e-07
9/11/2023 6:00,0.0006065,0.000737,2,MS,1.36e-07
9/13/2023 5:00,0.00044,0.001076,2,WS,2.89e-07
9/14/2023 4:00,-0.000898,0.000838,2,WS,1.76e-07
9/17/2023 17:00,0.001055,0.001076,2,WS,2.89e-07
10/5/2023 9:00,0.0039775,0.000479,2,WS,5.74e-08
10/13/2023 2:00,0.0070735,0.000509,2,WS,6.48e-08
