datetime,average,trend,duration,next-signal,variance
4/22/2023 13:00,0.008889333,-0.000188,3,SB,2.4e-08
4/28/2023 9:00,0.003478333,-5.35e-05,3,MB,2.54e-09
4/30/2023 20:00,0.003392333,3.25e-05,3,MB,7.06e-10
5/2/2023 4:00,0.003878333,0.000182,3,MB,2.21e-08
5/4/2023 21:00,0.008242667,-7.5e-06,3,SB,1.14e-10
5/13/2023 0:00,0.000988333,-0.000267,3,MB,1e-07
5/17/2023 15:00,0.006644,3.75e-05,3,WS,2.68e-09
5/23/2023 16:00,0.008469,-0.000311,3,MB,6.68e-08
5/25/2023 12:00,0.004139333,-2.15e-05,3,MB,2.38e-09
5/26/2023 21:00,0.003811333,-0.0002075,3,SB,3.04e-08
6/6/2023 10:00,-0.000716667,0.0003955,3,WS,1.22e-07
6/8/2023 15:00,0.006957,-3.6e-05,3,WS,3.46e-09
6/9/2023 13:00,0.005709333,-9e-06,3,SS,5.24e-10
6/18/2023 9:00,0.010706,-0.000179,3,MB,2.3e-08
6/21/2023 21:00,0.008335,0.000535,3,SS,1.94e-07
6/22/2023 8:00,0.011083333,-0.0006635,3,MB,2.95e-07
6/30/2023 0:00,0.008980333,-0.000431,3,MB,1.24e-07
7/3/2023 1:00,0.010381667,0.0001475,3,MS,1.67e-08
7/4/2023 0:00,0.010572667,-3.65e-05,3,MB,1.12e-09
7/5/2023 9:00,0.007475,-0.0002565,3,WS,4.5e-08
7/6/2023 1:00,0.006322667,-0.0003145,3,WS,6.86e-08
7/6/2023 5:00,0.006772667,0.0001015,3,MS,6.97e-09
7/13/2023 7:00,0.003471,0.0010855,3,WS,1e-06
7/14/2023 13:00,0.01155,3e-06,3,WS,8e-12
7/17/2023 0:00,0.001171,0.0002505,3,WS,5.32e-08
7/20/2023 3:00,0.00443,0.0001605,3,WS,1.61e-07
8/7/2023 12:00,0.015871667,-5.35e-05,3,MB,1.14e-08
8/12/2023 6:00,0.007726667,0.0009065,3,WS,7.14e-07
8/13/2023 16:00,0.007475333,-1.05e-05,3,WS,5.94e-09
8/15/2023 5:00,0.011097,0.000415,3,SS,1.16e-07
8/17/2023 0:00,0.012917667,-0.000477,3,MB,1.53e-07
8/18/2023 8:00,-0.012754,0.0023995,3,WS,4.71e-06
8/19/2023 8:00,-0.000641333,-0.000123,3,MB,1.16e-08
8/19/2023 16:00,-0.000230667,-0.0004,3,MB,2.01e-07
8/19/2023 22:00,-0.000669,0.000324,3,MB,7.5e-08
8/20/2023 4:00,-0.001914,-0.000159,3,MB,2.06e-08
8/20/2023 20:00,-0.005414333,0.000596,3,WS,2.37e-07
8/24/2023 4:00,0.004578,2.45e-05,3,MB,4.54e-09
9/4/2023 19:00,0.004778667,-0.0001505,3,MB,1.53e-08
9/6/2023 0:00,0.001353333,0.0003525,3,WS,8.31e-08
9/6/2023 4:00,0.002312333,3.75e-05,3,WS,8.92e-09
9/8/2023 22:00,0.001180333,-5.5e-06,3,WS,1.45e-08
9/11/2023 17:00,0.002121,-0.0004575,3,MB,1.4e-07
9/11/2023 22:00,0.000787667,0.0003595,3,MB,9.43e-08
9/20/2023 13:00,-0.001885,5.65e-05,3,MS,2.24e-09
9/22/2023 10:00,-0.002107667,0.000662,3,WS,2.92e-07
10/1/2023 9:00,0.002342333,0.0002165,3,MS,5.76e-08
10/2/2023 9:00,0.005532333,1.9e-05,3,MB,1.26e-08
10/3/2023 21:00,0.007442667,-0.00018,3,MB,2.22e-08
10/4/2023 1:00,0.006623,1e-05,3,SB,1.03e-09
10/4/2023 16:00,0.004600333,0.000224,3,WS,3.51e-08
10/8/2023 4:00,-0.000374,0.000517,3,WS,1.8e-07
10/11/2023 9:00,0.002506,0.00016,3,WS,1.74e-08
10/16/2023 0:00,0.004866333,0.0001235,3,MB,6.19e-08
10/16/2023 10:00,0.004338667,0.0002765,3,WS,7.13e-08
10/19/2023 13:00,-0.004071,-0.0002895,3,SB,6.02e-08
10/26/2023 13:00,0.013980667,-0.0006635,3,SB,2.94e-07
10/29/2023 13:00,0.017383,0.000725,3,SS,3.51e-07
10/30/2023 0:00,0.020777667,-0.000808,3,MB,4.65e-07
10/31/2023 14:00,0.010195,0.0008285,3,WS,6.22e-07
11/11/2023 5:00,0.011486333,0.0004425,3,WS,1.31e-07
11/11/2023 21:00,0.010079,0.0002815,3,SS,5.46e-08
12/3/2023 16:00,0.013874667,9.5e-06,3,MB,7.2e-10
12/8/2023 19:00,0.020062,-0.0005385,3,MB,1.93e-07
12/15/2023 21:00,0.014282333,7.4e-05,3,SB,4.68e-09
12/22/2023 19:00,0.018133667,-0.000285,3,MB,5.46e-08
12/23/2023 12:00,0.008063333,0.000158,3,MB,1.66e-08
12/27/2023 13:00,0.029423333,-5e-06,3,WS,6.89e-10
1/28/2024 5:00,0.004659333,-0.0001675,3,MB,2.79e-08
1/28/2024 9:00,0.004748667,0.00014,3,WS,1.45e-08
