datetime,average,trend,duration,next-signal,variance
8/3/2023 13:00,0.0160755,0.000450333,8,MS,1.16e-06
8/14/2023 0:00,0.01214425,0.000343929,8,WS,7.35e-07
9/22/2023 16:00,0.005068,0.000598071,8,MS,2.1e-06
10/26/2023 4:00,0.018666,0.000600833,8,WS,2.29e-06
10/29/2023 16:00,0.02756425,0.000488643,8,WB,1.67e-06
11/9/2023 12:00,0.020619875,0.000675583,8,MS,4.19e-06
11/24/2023 12:00,0.015704625,0.000713107,8,MS,3.61e-06
12/25/2023 8:00,0.035936375,0.000381893,8,WS,1.07e-06
12/28/2023 8:00,0.055027875,0.000886345,8,MS,4.67e-06
2/8/2024 0:00,0.013896875,0.000249393,8,WS,5.54e-07
2/16/2024 4:00,0.022763125,0.001305226,8,MS,9.41e-06
2/28/2024 13:00,0.070214,0.006998786,8,MS,0.000379618
3/31/2024 8:00,0.059522,0.002532214,8,MS,4.6e-05
4/15/2024 20:00,0.02477225,0.003264833,8,MS,7.74e-05
