datetime,average,trend,duration,next-signal,variance
4/18/2023 1:00,0.003048,0.0,1,WS,0.0
4/18/2023 11:00,0.00343,0.0,1,SS,0.0
4/18/2023 15:00,0.005858,0.0,1,SS,0.0
4/21/2023 15:00,0.007972,0.0,1,SS,0.0
4/24/2023 12:00,0.003088,0.0,1,SS,0.0
4/27/2023 23:00,0.003955,0.0,1,SS,0.0
4/30/2023 11:00,0.006489,0.0,1,SS,0.0
5/3/2023 11:00,0.004382,0.0,1,SS,0.0
5/5/2023 23:00,0.004612,0.0,1,MB,0.0
5/10/2023 12:00,0.004329,0.0,1,WS,0.0
5/23/2023 3:00,0.008519,0.0,1,SS,0.0
5/26/2023 15:00,0.005675,0.0,1,SS,0.0
5/27/2023 23:00,0.008579,0.0,1,WB,0.0
5/30/2023 6:00,0.01039,0.0,1,SS,0.0
6/1/2023 19:00,0.006838,0.0,1,SS,0.0
6/9/2023 23:00,0.01353,0.0,1,WS,0.0
6/12/2023 16:00,0.006776,0.0,1,WS,0.0
6/15/2023 8:00,0.008715,0.0,1,SS,0.0
6/16/2023 15:00,0.009344,0.0,1,SS,0.0
7/2/2023 15:00,0.010592,0.0,1,SS,0.0
7/3/2023 15:00,0.013452,0.0,1,WB,0.0
7/6/2023 8:00,0.007913,0.0,1,SS,0.0
7/6/2023 13:00,0.009239,0.0,1,WS,0.0
7/7/2023 17:00,9e-05,0.0,1,SS,0.0
7/10/2023 14:00,0.004928,0.0,1,SS,0.0
7/17/2023 7:00,0.003406,0.0,1,MB,0.0
7/18/2023 8:00,0.004641,0.0,1,SS,0.0
7/18/2023 15:00,0.007049,0.0,1,WS,0.0
7/19/2023 9:00,0.006175,0.0,1,WS,0.0
7/19/2023 12:00,0.006599,0.0,1,SS,0.0
7/19/2023 19:00,0.006279,0.0,1,WS,0.0
7/23/2023 15:00,0.002258,0.0,1,SS,0.0
7/25/2023 23:00,0.005393,0.0,1,WB,0.0
7/30/2023 7:00,0.004965,0.0,1,SS,0.0
7/30/2023 12:00,0.005291,0.0,1,WS,0.0
7/31/2023 15:00,0.012415,0.0,1,WS,0.0
8/1/2023 16:00,0.007408,0.0,1,SS,0.0
8/5/2023 15:00,0.014824,0.0,1,WS,0.0
8/10/2023 7:00,0.012392,0.0,1,SS,0.0
8/14/2023 23:00,0.015433,0.0,1,MB,0.0
8/29/2023 14:00,0.003174,0.0,1,MB,0.0
9/3/2023 23:00,0.004681,0.0,1,WS,0.0
9/4/2023 15:00,0.005369,0.0,1,WS,0.0
9/5/2023 16:00,0.005651,0.0,1,SS,0.0
9/12/2023 15:00,0.004861,0.0,1,MB,0.0
9/15/2023 14:00,0.001952,0.0,1,SS,0.0
9/19/2023 15:00,-0.001537,0.0,1,SS,0.0
9/24/2023 16:00,0.006226,0.0,1,WS,0.0
