datetime,average,trend,duration,next-signal,variance
4/21/2023 4:00,0.006696,0.00022969,8,MS,3.13e-07
5/3/2023 16:00,0.002958625,0.000266988,8,SS,4.29e-07
5/9/2023 0:00,-0.011992,0.000317119,8,MS,6.68e-07
5/18/2023 16:00,0.0056275,-0.000155619,8,MB,1.64e-07
5/22/2023 8:00,0.00631375,-7.69e-05,8,WB,6.28e-08
7/1/2023 0:00,0.011457625,7.59e-05,8,WB,5.88e-08
7/18/2023 21:00,0.00461725,6.69e-05,8,WB,6.02e-08
7/28/2023 0:00,0.004087625,9.55e-05,8,MS,7.5e-08
9/24/2023 8:00,0.004697375,-8.49e-06,8,MS,1.68e-07
9/25/2023 12:00,0.003206375,-0.000294607,8,MS,5.27e-07
11/4/2023 16:00,0.0101005,-5.47e-05,8,WB,3.75e-08
11/17/2023 8:00,0.01012725,-5.73e-05,8,MS,2.08e-08
11/26/2023 0:00,0.009073875,0.00013975,8,MS,1.05e-07
12/18/2023 16:00,0.02288025,-0.000275952,8,MB,4.06e-07
12/20/2023 0:00,0.031449,-0.000164476,8,SB,2.06e-07
12/25/2023 16:00,0.0278045,-2.38e-06,8,SS,3.81e-07
12/28/2023 20:00,0.05023175,0.000143857,8,WB,2.03e-06
1/4/2024 0:00,0.01167,0.000152048,8,WB,1.38e-07
2/2/2024 0:00,0.007356875,8.78e-05,8,MS,6.05e-08
2/8/2024 8:00,0.01144125,1.96e-05,8,SB,2.9e-08
2/12/2024 8:00,0.013569125,-0.000199107,8,WB,2.43e-07
2/15/2024 8:00,0.016134125,2.82e-05,8,MB,5.46e-08
2/29/2024 0:00,0.06649975,0.001842119,8,WB,3.03e-05
3/9/2024 8:00,0.026118375,-0.001075702,8,MS,7.12e-06
