datetime,average,trend,duration,next-signal,variance
5/31/2023 18:00,0.008384333,-0.000362229,6,MB,3.87e-07
6/16/2023 0:00,0.0096165,0.000113514,6,WB,4.67e-08
6/28/2023 8:00,0.0069505,-8.17e-05,6,MS,5.66e-08
7/12/2023 2:00,0.008363,-5.49e-05,6,MS,3.03e-08
7/23/2023 0:00,-0.000756167,-5.11e-05,6,MS,1.73e-07
8/7/2023 6:00,0.016414167,-2.39e-05,6,WB,1.27e-07
8/13/2023 8:00,0.008862667,-5.34e-05,6,MS,4.63e-08
8/14/2023 8:00,0.0105675,-0.0001918,6,WB,1.1e-07
8/27/2023 2:00,0.005406833,0.0001534,6,WB,7.42e-08
8/29/2023 4:00,0.00159,6.09e-05,6,MS,2.61e-08
9/3/2023 0:00,0.002600167,-0.000144657,6,MS,8.67e-08
9/8/2023 16:00,0.0030145,-0.000440886,6,WB,6e-07
9/23/2023 3:00,0.003864833,-1.23e-05,6,WB,7.3e-09
10/2/2023 3:00,0.006972333,4.75e-05,6,WB,3.74e-08
10/20/2023 2:00,-0.005521667,9.7e-05,6,MS,1.56e-07
1/2/2024 9:00,0.046988167,0.000720714,6,WB,3.54e-06
1/26/2024 10:00,0.009860333,-4.11e-05,6,SS,8.76e-09
1/30/2024 0:00,0.009653167,0.000132,6,SS,2.03e-07
