datetime,average,trend,duration,next-signal,variance
4/22/2023 8:00,0.009273,1.5e-05,5,WB,1.12e-09
4/29/2023 15:00,-0.0040212,-6e-07,5,MS,4.33e-07
5/4/2023 16:00,0.008272,-3.83e-05,5,WB,1.77e-08
5/10/2023 13:00,0.0036986,-0.0004434,5,WB,5.7e-07
6/17/2023 3:00,0.0144428,3.9e-06,5,WB,6.09e-09
7/14/2023 8:00,0.0112174,7.06e-05,5,WB,2.94e-08
9/8/2023 7:00,0.0034334,-6.74e-05,5,WB,1.19e-07
9/10/2023 12:00,0.0021986,8.47e-05,5,SS,2.66e-08
10/3/2023 16:00,0.0080768,-0.0001075,5,WB,3.26e-08
10/21/2023 0:00,0.0027052,0.0001536,5,WB,2.01e-07
10/24/2023 9:00,0.015592,-0.0016497,5,WB,5.72e-06
11/11/2023 8:00,0.0174304,-0.0001141,5,MS,5.21e-08
12/15/2023 16:00,0.0149302,-0.0002747,5,WB,1.59e-07
12/24/2023 16:00,0.0183874,-0.0001489,5,WB,4.48e-08
1/5/2024 15:00,0.0070858,-0.0004351,5,WB,4.1e-07
2/20/2024 8:00,0.015947,0.000201,5,MS,1.5e-06
3/5/2024 1:00,0.0766734,0.0002459,5,MS,3.17e-06
3/19/2024 19:00,0.027222,0.0016855,5,WB,6.13e-06
4/7/2024 14:00,0.0109164,0.0002138,5,MS,1.95e-07
