datetime,average,trend,duration,next-signal,variance
4/25/2023 3:00,-0.001499,0.0,1,SB,0.0
4/26/2023 9:00,0.001804,0.0,1,SB,0.0
4/26/2023 12:00,0.001465,0.0,1,WB,0.0
4/27/2023 7:00,-0.002879,0.0,1,WB,0.0
4/29/2023 7:00,-0.009421,0.0,1,WB,0.0
4/30/2023 23:00,0.003277,0.0,1,SB,0.0
5/1/2023 7:00,-0.000495,0.0,1,WS,0.0
5/10/2023 19:00,0.002065,0.0,1,SB,0.0
5/13/2023 3:00,0.000333,0.0,1,SB,0.0
5/16/2023 8:00,-0.001857,0.0,1,SB,0.0
5/20/2023 7:00,-0.000823,0.0,1,WB,0.0
5/20/2023 17:00,-0.000639,0.0,1,WB,0.0
5/21/2023 13:00,-0.000307,0.0,1,WB,0.0
5/25/2023 15:00,0.00434,0.0,1,WB,0.0
6/2/2023 19:00,0.002624,0.0,1,WB,0.0
6/6/2023 6:00,-0.002475,0.0,1,SB,0.0
6/11/2023 0:00,5.6e-05,0.0,1,WB,0.0
6/15/2023 7:00,0.001713,0.0,1,MS,0.0
6/18/2023 12:00,0.010131,0.0,1,WB,0.0
6/26/2023 1:00,0.009948,0.0,1,SB,0.0
7/2/2023 20:00,0.009975,0.0,1,SB,0.0
7/2/2023 22:00,0.009815,0.0,1,WS,0.0
7/3/2023 0:00,0.009991,0.0,1,WB,0.0
7/14/2023 19:00,0.010656,0.0,1,SB,0.0
7/16/2023 16:00,-0.002594,0.0,1,WB,0.0
7/19/2023 17:00,0.003256,0.0,1,WB,0.0
7/19/2023 23:00,0.003966,0.0,1,SB,0.0
7/20/2023 2:00,0.003551,0.0,1,WB,0.0
7/21/2023 7:00,0.000201,0.0,1,SB,0.0
7/26/2023 16:00,0.003891,0.0,1,WB,0.0
8/1/2023 7:00,-0.001264,0.0,1,WB,0.0
8/7/2023 15:00,0.016262,0.0,1,SS,0.0
8/17/2023 3:00,0.011936,0.0,1,SB,0.0
8/20/2023 7:00,-0.001976,0.0,1,SB,0.0
8/22/2023 3:00,8.8e-05,0.0,1,WS,0.0
8/23/2023 1:00,0.002455,0.0,1,SB,0.0
8/24/2023 7:00,0.004298,0.0,1,SB,0.0
8/29/2023 15:00,0.000102,0.0,1,SB,0.0
9/10/2023 10:00,-0.000171,0.0,1,WB,0.0
9/12/2023 16:00,0.000136,0.0,1,WB,0.0
9/18/2023 19:00,-0.001693,0.0,1,SB,0.0
9/22/2023 9:00,-0.003163,0.0,1,WB,0.0
9/24/2023 22:00,0.003925,0.0,1,SB,0.0
9/28/2023 16:00,0.004666,0.0,1,SB,0.0
9/28/2023 21:00,0.001299,0.0,1,WB,0.0
9/30/2023 15:00,0.00508,0.0,1,SB,0.0
10/2/2023 12:00,0.004215,0.0,1,SB,0.0
10/2/2023 16:00,0.004444,0.0,1,WB,0.0
10/4/2023 0:00,0.00616,0.0,1,WB,0.0
10/4/2023 7:00,0.004607,0.0,1,SB,0.0
10/4/2023 15:00,0.00297,0.0,1,WB,0.0
10/5/2023 8:00,0.003201,0.0,1,WB,0.0
10/6/2023 19:00,-0.002821,0.0,1,WB,0.0
10/9/2023 12:00,0.001689,0.0,1,WB,0.0
10/10/2023 16:00,0.002467,0.0,1,WS,0.0
10/11/2023 8:00,0.002132,0.0,1,WB,0.0
10/14/2023 6:00,0.007057,0.0,1,WB,0.0
10/16/2023 3:00,0.004369,0.0,1,SB,0.0
10/16/2023 9:00,0.003426,0.0,1,WB,0.0
10/25/2023 23:00,0.011832,0.0,1,WS,0.0
10/27/2023 22:00,0.010685,0.0,1,SB,0.0
10/29/2023 12:00,0.016035,0.0,1,WB,0.0
10/30/2023 3:00,0.018987,0.0,1,SB,0.0
11/13/2023 15:00,0.013643,0.0,1,WB,0.0
11/24/2023 8:00,0.010235,0.0,1,WB,0.0
12/3/2023 19:00,0.013596,0.0,1,MS,0.0
12/5/2023 14:00,0.014274,0.0,1,SB,0.0
12/9/2023 16:00,0.013756,0.0,1,WB,0.0
12/11/2023 15:00,0.011377,0.0,1,WB,0.0
12/18/2023 6:00,0.026538,0.0,1,WB,0.0
12/21/2023 23:00,0.02246,0.0,1,SB,0.0
12/24/2023 1:00,0.007062,0.0,1,WB,0.0
1/1/2024 20:00,0.031582,0.0,1,WB,0.0
1/6/2024 3:00,0.001162,0.0,1,SB,0.0
1/10/2024 14:00,0.008296,0.0,1,WB,0.0
1/15/2024 21:00,0.011858,0.0,1,SB,0.0
1/16/2024 23:00,0.00633,0.0,1,SB,0.0
1/26/2024 8:00,0.008533,0.0,1,WB,0.0
1/28/2024 8:00,0.003304,0.0,1,WB,0.0
2/7/2024 9:00,0.007508,0.0,1,WB,0.0
2/7/2024 16:00,0.007582,0.0,1,WB,0.0
2/11/2024 23:00,0.009745,0.0,1,WB,0.0
2/15/2024 0:00,0.00863,0.0,1,WB,0.0
2/19/2024 17:00,0.018051,0.0,1,SB,0.0
2/29/2024 17:00,0.060448,0.0,1,WS,0.0
2/29/2024 21:00,0.059875,0.0,1,SB,0.0
3/3/2024 8:00,0.031139,0.0,1,WB,0.0
3/4/2024 20:00,0.052489,0.0,1,SB,0.0
3/5/2024 19:00,0.059259,0.0,1,SB,0.0
3/6/2024 21:00,0.024866,0.0,1,WB,0.0
3/6/2024 23:00,0.024673,0.0,1,WB,0.0
3/8/2024 19:00,0.027987,0.0,1,SB,0.0
3/15/2024 3:00,0.032413,0.0,1,SB,0.0
3/17/2024 17:00,0.027302,0.0,1,SB,0.0
3/24/2024 6:00,0.011618,0.0,1,WB,0.0
3/25/2024 8:00,0.017896,0.0,1,SB,0.0
3/25/2024 14:00,0.013324,0.0,1,WB,0.0
3/27/2024 22:00,0.032679,0.0,1,SB,0.0
3/29/2024 23:00,0.026361,0.0,1,SB,0.0
3/30/2024 23:00,0.029561,0.0,1,WB,0.0
4/1/2024 5:00,0.051596,0.0,1,SB,0.0
4/3/2024 23:00,0.004715,0.0,1,SB,0.0
4/4/2024 4:00,0.00409,0.0,1,WB,0.0
4/5/2024 3:00,0.004858,0.0,1,WS,0.0
4/5/2024 23:00,0.002199,0.0,1,WS,0.0
4/8/2024 1:00,0.009874,0.0,1,WB,0.0
4/13/2024 23:00,-0.005463,0.0,1,SS,0.0
4/14/2024 17:00,0.003505,0.0,1,WB,0.0
4/17/2024 2:00,0.002482,0.0,1,WB,0.0
