datetime,average,trend,duration,next-signal,variance
5/1/2023 0:00,0.000410571,-0.000138714,7,MB,1.04e-07
6/5/2023 23:00,-0.001791429,-0.000387643,7,MB,2.53e-06
8/1/2023 0:00,-0.000228143,-0.000349321,7,MB,1.46e-06
8/20/2023 8:00,-0.006805143,-0.000368393,7,MB,9.74e-07
9/2/2023 8:00,-0.004238857,-0.00074175,7,MB,2.49e-06
9/24/2023 23:00,-0.006138429,-0.001452857,7,MB,1.65e-05
10/4/2023 8:00,0.003165,-0.000240036,7,MB,2.38e-07
10/6/2023 12:00,-0.002487286,-0.000707536,7,MB,3.34e-06
11/13/2023 8:00,0.014319286,-0.000512214,7,MB,1.35e-06
12/11/2023 8:00,0.011517714,-9.81e-05,7,MB,2.1e-07
12/26/2023 23:00,0.029963571,-0.00148575,7,MB,2.3e-05
1/16/2024 16:00,0.006506,-0.00024075,7,MB,4.04e-07
1/20/2024 8:00,0.003755143,-0.000223714,7,MB,2.55e-07
3/5/2024 20:00,0.027836571,-0.005191607,7,MB,0.000113532
3/8/2024 20:00,0.013644429,-0.001283607,7,MB,1.53e-05
