Bucket Type,Count,Local Extrema Closes,Local Extrema Type,First Local Extrema Datetime,Last Local Extrema Datetime
WS,2,[],[],,
WS,1,[],[],,
WS,3,[],[],,
WS,8,[],[],,
WS,1,[],[],,
WS,5,[27201.1],['Min'],2023-04-22 08:00:00,2023-04-22 08:00:00
WS,3,[],[],,
WS,4,[],[],,
WS,3,[],[],,
WS,3,[],[],,
WS,4,[],[],,
WS,1,[],[],,
WS,1,[],[],,
WS,12,[],[],,
WS,3,[],[],,
WS,4,[],[],,
WS,5,[],[],,
WS,4,[],[],,
WS,7,[27663.7],['Min'],2023-05-01 20:00:00,2023-05-01 20:00:00
WS,4,[],[],,
WS,1,[],[],,
WS,3,[],[],,
WS,8,[],[],,
WS,5,[],[],,
WS,7,[],[],,
WS,2,[],[],,
WS,4,[],[],,
WS,4,[],[],,
WS,3,[],[],,
WS,8,[],[],,
WS,1,[],[],,
WS,5,[28166.6],['Max'],2023-05-10 16:00:00,2023-05-10 16:00:00
WS,2,[],[],,
WS,4,[26261.3],['Min'],2023-05-12 05:00:00,2023-05-12 05:00:00
WS,1,[],[],,
WS,1,[],[],,
WS,2,[],[],,
WS,4,[],[],,
WS,4,[],[],,
WS,7,[26618.7],['Min'],2023-05-17 13:00:00,2023-05-17 13:00:00
WS,4,[],[],,
WS,8,[26475.2],['Min'],2023-05-18 17:00:00,2023-05-18 17:00:00
WS,2,[],[],,
WS,1,[],[],,
WS,4,[],[],,
WS,8,[],[],,
WS,1,[],[],,
WS,3,[],[],,
WS,4,[],[],,
WS,10,[26114.3],['Min'],2023-05-25 02:00:00,2023-05-25 02:00:00
WS,4,[],[],,
WS,1,[],[],,
WS,9,[],[],,
WS,2,[],[],,
WS,2,[],[],,
WS,3,[],[],,
WS,1,[],[],,
WS,6,[],[],,
WS,4,[],[],,
WS,3,[],[],,
WS,4,[],[],,
WS,2,[],[],,
WS,3,[],[],,
WS,3,[],[],,
WS,4,[],[],,
WS,1,[],[],,
WS,3,[],[],,
WS,1,[],[],,
WS,1,[],[],,
