Bucket,Dates,Values,Signal,Count,Local Extrema,Sell\Buy,Sell Local Min Count,Sell Local Max Count,Buy Local Min Count,Buy Local Max Count
627,"[Timestamp('2024-02-18 00:00:00'), Timestamp('2024-02-18 01:00:00'), Timestamp('2024-02-18 02:00:00'), Timestamp('2024-02-18 03:00:00'), Timestamp('2024-02-18 04:00:00'), Timestamp('2024-02-18 05:00:00'), Timestamp('2024-02-18 06:00:00'), Timestamp('2024-02-18 07:00:00'), Timestamp('2024-02-18 08:00:00'), Timestamp('2024-02-18 09:00:00'), Timestamp('2024-02-18 10:00:00'), Timestamp('2024-02-18 11:00:00'), Timestamp('2024-02-18 12:00:00'), Timestamp('2024-02-18 13:00:00'), Timestamp('2024-02-18 14:00:00'), Timestamp('2024-02-18 15:00:00'), Timestamp('2024-02-18 16:00:00'), Timestamp('2024-02-18 17:00:00'), Timestamp('2024-02-18 18:00:00'), Timestamp('2024-02-18 19:00:00'), Timestamp('2024-02-18 20:00:00'), Timestamp('2024-02-18 21:00:00'), Timestamp('2024-02-18 22:00:00'), Timestamp('2024-02-18 23:00:00'), Timestamp('2024-02-19 00:00:00'), Timestamp('2024-02-19 01:00:00'), Timestamp('2024-02-19 02:00:00'), Timestamp('2024-02-19 03:00:00'), Timestamp('2024-02-19 04:00:00'), Timestamp('2024-02-19 05:00:00'), Timestamp('2024-02-19 06:00:00'), Timestamp('2024-02-19 07:00:00'), Timestamp('2024-02-19 08:00:00'), Timestamp('2024-02-19 09:00:00'), Timestamp('2024-02-19 10:00:00'), Timestamp('2024-02-19 11:00:00'), Timestamp('2024-02-19 12:00:00'), Timestamp('2024-02-19 13:00:00'), Timestamp('2024-02-19 14:00:00'), Timestamp('2024-02-19 15:00:00')]","[0.015582, 0.016812, 0.017306, 0.017453, 0.017374, 0.016838, 0.016135, 0.015671, 0.014255, 0.013693, 0.01339, 0.01355, 0.013869, 0.014221, 0.014315, 0.014368, 0.015474, 0.015938, 0.0162, 0.016186, 0.017454, 0.017412, 0.018107, 0.019285, 0.02547, 0.023386, 0.021546, 0.020142, 0.020616, 0.020311, 0.020226, 0.020141, 0.023713, 0.024091, 0.024205, 0.024395, 0.026319, 0.026257, 0.025521, 0.02493]","['MS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'MS', 'MS', 'SS', 'SS', 'MS', 'MS']",40,"['local_min', 'local_max', 'local_min', 'local_max']",Sell,2,2,0,0
628,"[Timestamp('2024-02-19 16:00:00'), Timestamp('2024-02-19 17:00:00'), Timestamp('2024-02-19 18:00:00'), Timestamp('2024-02-19 19:00:00'), Timestamp('2024-02-19 20:00:00'), Timestamp('2024-02-19 21:00:00'), Timestamp('2024-02-19 22:00:00'), Timestamp('2024-02-19 23:00:00'), Timestamp('2024-02-20 00:00:00'), Timestamp('2024-02-20 01:00:00'), Timestamp('2024-02-20 02:00:00'), Timestamp('2024-02-20 03:00:00'), Timestamp('2024-02-20 04:00:00'), Timestamp('2024-02-20 05:00:00'), Timestamp('2024-02-20 06:00:00'), Timestamp('2024-02-20 07:00:00')]","[0.019122, 0.018051, 0.016456, 0.015556, 0.011676, 0.010238, 0.009021, 0.008208, 0.004626, 0.001942, 0.002122, 0.003675, 0.004319, 0.006301, 0.008049, 0.008714]","['WB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'WB']",16,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
629,"[Timestamp('2024-02-20 08:00:00'), Timestamp('2024-02-20 09:00:00'), Timestamp('2024-02-20 10:00:00'), Timestamp('2024-02-20 11:00:00'), Timestamp('2024-02-20 12:00:00'), Timestamp('2024-02-20 13:00:00'), Timestamp('2024-02-20 14:00:00'), Timestamp('2024-02-20 15:00:00')]","[0.016908, 0.015237, 0.014143, 0.015831, 0.017616, 0.019204, 0.020909, 0.019639]","['WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS']",8,['local_max'],Sell,0,1,0,0
630,"[Timestamp('2024-02-20 16:00:00'), Timestamp('2024-02-20 17:00:00'), Timestamp('2024-02-20 18:00:00'), Timestamp('2024-02-20 19:00:00'), Timestamp('2024-02-20 20:00:00'), Timestamp('2024-02-20 21:00:00'), Timestamp('2024-02-20 22:00:00')]","[0.008871, 0.008575, 0.009849, 0.010082, 0.010325, 0.009897, 0.010243]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",7,['local_min'],Buy,0,0,1,0
631,"[Timestamp('2024-02-20 23:00:00'), Timestamp('2024-02-21 00:00:00'), Timestamp('2024-02-21 01:00:00'), Timestamp('2024-02-21 02:00:00'), Timestamp('2024-02-21 03:00:00'), Timestamp('2024-02-21 04:00:00'), Timestamp('2024-02-21 05:00:00'), Timestamp('2024-02-21 06:00:00'), Timestamp('2024-02-21 07:00:00')]","[0.011622, 0.028082, 0.026694, 0.023757, 0.02297, 0.023161, 0.02103, 0.019262, 0.017232]","['WS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS']",9,['local_max'],Sell,0,1,0,0
632,"[Timestamp('2024-02-21 08:00:00'), Timestamp('2024-02-21 09:00:00'), Timestamp('2024-02-21 10:00:00'), Timestamp('2024-02-21 11:00:00'), Timestamp('2024-02-21 12:00:00'), Timestamp('2024-02-21 13:00:00'), Timestamp('2024-02-21 14:00:00'), Timestamp('2024-02-21 15:00:00'), Timestamp('2024-02-21 16:00:00'), Timestamp('2024-02-21 17:00:00'), Timestamp('2024-02-21 18:00:00'), Timestamp('2024-02-21 19:00:00'), Timestamp('2024-02-21 20:00:00'), Timestamp('2024-02-21 21:00:00'), Timestamp('2024-02-21 22:00:00'), Timestamp('2024-02-21 23:00:00')]","[0.007844, 0.007797, 0.006264, 0.005504, 0.003679, 0.004007, 0.004364, 0.005088, 0.009271, 0.00774, 0.007238, 0.007824, 0.008108, 0.008151, 0.008712, 0.009887]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",16,"['local_min', 'local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Buy,0,0,3,3
633,"[Timestamp('2024-02-22 00:00:00'), Timestamp('2024-02-22 01:00:00'), Timestamp('2024-02-22 02:00:00'), Timestamp('2024-02-22 03:00:00'), Timestamp('2024-02-22 04:00:00'), Timestamp('2024-02-22 05:00:00'), Timestamp('2024-02-22 06:00:00'), Timestamp('2024-02-22 07:00:00'), Timestamp('2024-02-22 08:00:00'), Timestamp('2024-02-22 09:00:00'), Timestamp('2024-02-22 10:00:00'), Timestamp('2024-02-22 11:00:00'), Timestamp('2024-02-22 12:00:00'), Timestamp('2024-02-22 13:00:00'), Timestamp('2024-02-22 14:00:00'), Timestamp('2024-02-22 15:00:00')]","[0.021499, 0.01963, 0.017976, 0.017693, 0.01782, 0.018031, 0.018168, 0.018093, 0.024183, 0.029388, 0.031803, 0.029991, 0.030133, 0.026423, 0.023155, 0.021408]","['MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'WS', 'WS']",16,"['local_min', 'local_max', 'local_min']",Sell,2,1,0,0
634,"[Timestamp('2024-02-22 16:00:00'), Timestamp('2024-02-22 17:00:00'), Timestamp('2024-02-22 18:00:00'), Timestamp('2024-02-22 19:00:00'), Timestamp('2024-02-22 20:00:00'), Timestamp('2024-02-22 21:00:00'), Timestamp('2024-02-22 22:00:00'), Timestamp('2024-02-22 23:00:00'), Timestamp('2024-02-23 00:00:00'), Timestamp('2024-02-23 01:00:00'), Timestamp('2024-02-23 02:00:00'), Timestamp('2024-02-23 03:00:00'), Timestamp('2024-02-23 04:00:00'), Timestamp('2024-02-23 05:00:00'), Timestamp('2024-02-23 06:00:00'), Timestamp('2024-02-23 07:00:00'), Timestamp('2024-02-23 08:00:00'), Timestamp('2024-02-23 09:00:00'), Timestamp('2024-02-23 10:00:00'), Timestamp('2024-02-23 11:00:00'), Timestamp('2024-02-23 12:00:00'), Timestamp('2024-02-23 13:00:00'), Timestamp('2024-02-23 14:00:00'), Timestamp('2024-02-23 15:00:00'), Timestamp('2024-02-23 16:00:00'), Timestamp('2024-02-23 17:00:00'), Timestamp('2024-02-23 18:00:00'), Timestamp('2024-02-23 19:00:00'), Timestamp('2024-02-23 20:00:00'), Timestamp('2024-02-23 21:00:00'), Timestamp('2024-02-23 22:00:00'), Timestamp('2024-02-23 23:00:00'), Timestamp('2024-02-24 00:00:00'), Timestamp('2024-02-24 01:00:00'), Timestamp('2024-02-24 02:00:00')]","[0.015099, 0.015089, 0.014315, 0.014233, 0.01018, 0.009567, 0.010049, 0.01036, 0.009703, 0.00942, 0.008911, 0.008511, 0.008442, 0.008323, 0.007636, 0.00737, 0.01095, 0.010161, 0.009596, 0.010129, 0.010523, 0.010165, 0.009954, 0.009189, 0.008765, 0.00969, 0.008972, 0.009012, 0.008814, 0.008252, 0.007964, 0.007908, 0.007675, 0.007793, 0.008895]","['WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB']",35,"['local_max', 'local_min', 'local_max', 'local_min']",Buy,0,0,2,2
635,"[Timestamp('2024-02-24 03:00:00'), Timestamp('2024-02-24 04:00:00'), Timestamp('2024-02-24 05:00:00'), Timestamp('2024-02-24 06:00:00'), Timestamp('2024-02-24 07:00:00'), Timestamp('2024-02-24 08:00:00'), Timestamp('2024-02-24 09:00:00'), Timestamp('2024-02-24 10:00:00'), Timestamp('2024-02-24 11:00:00'), Timestamp('2024-02-24 12:00:00'), Timestamp('2024-02-24 13:00:00'), Timestamp('2024-02-24 14:00:00'), Timestamp('2024-02-24 15:00:00'), Timestamp('2024-02-24 16:00:00'), Timestamp('2024-02-24 17:00:00'), Timestamp('2024-02-24 18:00:00'), Timestamp('2024-02-24 19:00:00'), Timestamp('2024-02-24 20:00:00'), Timestamp('2024-02-24 21:00:00'), Timestamp('2024-02-24 22:00:00'), Timestamp('2024-02-24 23:00:00')]","[0.009329, 0.010019, 0.010797, 0.01173, 0.012446, 0.01346, 0.012907, 0.01398, 0.014517, 0.015489, 0.015448, 0.015229, 0.0154, 0.022044, 0.019401, 0.021041, 0.021896, 0.022037, 0.020776, 0.019498, 0.018303]","['WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS']",21,[],Sell,0,0,0,0
636,"[Timestamp('2024-02-25 00:00:00'), Timestamp('2024-02-25 01:00:00'), Timestamp('2024-02-25 02:00:00'), Timestamp('2024-02-25 03:00:00'), Timestamp('2024-02-25 04:00:00'), Timestamp('2024-02-25 05:00:00'), Timestamp('2024-02-25 06:00:00'), Timestamp('2024-02-25 07:00:00')]","[0.01356, 0.014846, 0.015553, 0.014517, 0.012685, 0.012851, 0.013359, 0.014776]","['WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'WB']",8,['local_max'],Buy,0,0,0,1
637,"[Timestamp('2024-02-25 08:00:00'), Timestamp('2024-02-25 09:00:00'), Timestamp('2024-02-25 10:00:00'), Timestamp('2024-02-25 11:00:00'), Timestamp('2024-02-25 12:00:00'), Timestamp('2024-02-25 13:00:00'), Timestamp('2024-02-25 14:00:00'), Timestamp('2024-02-25 15:00:00')]","[0.024455, 0.022836, 0.024594, 0.024795, 0.025749, 0.025391, 0.024986, 0.02393]","['SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS']",8,[],Sell,0,0,0,0
638,"[Timestamp('2024-02-25 16:00:00'), Timestamp('2024-02-25 17:00:00'), Timestamp('2024-02-25 18:00:00'), Timestamp('2024-02-25 19:00:00'), Timestamp('2024-02-25 20:00:00'), Timestamp('2024-02-25 21:00:00'), Timestamp('2024-02-25 22:00:00'), Timestamp('2024-02-25 23:00:00')]","[0.016205, 0.012858, 0.013281, 0.01374, 0.015395, 0.017543, 0.018024, 0.018035]","['MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",8,"['local_min', 'local_max']",Buy,0,0,1,1
639,"[Timestamp('2024-02-26 00:00:00'), Timestamp('2024-02-26 01:00:00')]","[0.022118, 0.021594]","['MS', 'WS']",2,[],Sell,0,0,0,0
640,"[Timestamp('2024-02-26 02:00:00'), Timestamp('2024-02-26 03:00:00'), Timestamp('2024-02-26 04:00:00'), Timestamp('2024-02-26 05:00:00'), Timestamp('2024-02-26 06:00:00'), Timestamp('2024-02-26 07:00:00'), Timestamp('2024-02-26 08:00:00'), Timestamp('2024-02-26 09:00:00'), Timestamp('2024-02-26 10:00:00'), Timestamp('2024-02-26 11:00:00'), Timestamp('2024-02-26 12:00:00'), Timestamp('2024-02-26 13:00:00'), Timestamp('2024-02-26 14:00:00'), Timestamp('2024-02-26 15:00:00')]","[0.017849, 0.014912, 0.012725, 0.011942, 0.011744, 0.011838, 0.011607, 0.010638, 0.010669, 0.010548, 0.010993, 0.011616, 0.011956, 0.012787]","['WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB']",14,['local_min'],Buy,0,0,1,0
641,"[Timestamp('2024-02-26 16:00:00'), Timestamp('2024-02-26 17:00:00'), Timestamp('2024-02-26 18:00:00'), Timestamp('2024-02-26 19:00:00'), Timestamp('2024-02-26 20:00:00'), Timestamp('2024-02-26 21:00:00'), Timestamp('2024-02-26 22:00:00'), Timestamp('2024-02-26 23:00:00'), Timestamp('2024-02-27 00:00:00'), Timestamp('2024-02-27 01:00:00'), Timestamp('2024-02-27 02:00:00'), Timestamp('2024-02-27 03:00:00'), Timestamp('2024-02-27 04:00:00'), Timestamp('2024-02-27 05:00:00'), Timestamp('2024-02-27 06:00:00'), Timestamp('2024-02-27 07:00:00'), Timestamp('2024-02-27 08:00:00'), Timestamp('2024-02-27 09:00:00'), Timestamp('2024-02-27 10:00:00'), Timestamp('2024-02-27 11:00:00'), Timestamp('2024-02-27 12:00:00'), Timestamp('2024-02-27 13:00:00'), Timestamp('2024-02-27 14:00:00')]","[0.017829, 0.021822, 0.022775, 0.023669, 0.02902, 0.028275, 0.027086, 0.025868, 0.023131, 0.02227, 0.034284, 0.050388, 0.066776, 0.070981, 0.072357, 0.069502, 0.060636, 0.055287, 0.052367, 0.049766, 0.050716, 0.050487, 0.046003]","['MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS']",23,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Sell,2,3,0,0
642,"[Timestamp('2024-02-27 15:00:00'), Timestamp('2024-02-27 16:00:00'), Timestamp('2024-02-27 17:00:00'), Timestamp('2024-02-27 18:00:00'), Timestamp('2024-02-27 19:00:00'), Timestamp('2024-02-27 20:00:00'), Timestamp('2024-02-27 21:00:00'), Timestamp('2024-02-27 22:00:00'), Timestamp('2024-02-27 23:00:00'), Timestamp('2024-02-28 00:00:00'), Timestamp('2024-02-28 01:00:00'), Timestamp('2024-02-28 02:00:00'), Timestamp('2024-02-28 03:00:00'), Timestamp('2024-02-28 04:00:00'), Timestamp('2024-02-28 05:00:00'), Timestamp('2024-02-28 06:00:00'), Timestamp('2024-02-28 07:00:00')]","[0.041059, 0.03375, 0.035928, 0.035382, 0.033975, 0.024664, 0.021512, 0.02276, 0.023145, 0.021914, 0.023998, 0.024972, 0.024088, 0.018949, 0.017436, 0.017882, 0.019665]","['WB', 'WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB']",17,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
643,"[Timestamp('2024-02-28 08:00:00'), Timestamp('2024-02-28 09:00:00'), Timestamp('2024-02-28 10:00:00'), Timestamp('2024-02-28 11:00:00'), Timestamp('2024-02-28 12:00:00'), Timestamp('2024-02-28 13:00:00'), Timestamp('2024-02-28 14:00:00'), Timestamp('2024-02-28 15:00:00'), Timestamp('2024-02-28 16:00:00'), Timestamp('2024-02-28 17:00:00'), Timestamp('2024-02-28 18:00:00'), Timestamp('2024-02-28 19:00:00'), Timestamp('2024-02-28 20:00:00'), Timestamp('2024-02-28 21:00:00'), Timestamp('2024-02-28 22:00:00'), Timestamp('2024-02-28 23:00:00'), Timestamp('2024-02-29 00:00:00'), Timestamp('2024-02-29 01:00:00'), Timestamp('2024-02-29 02:00:00'), Timestamp('2024-02-29 03:00:00'), Timestamp('2024-02-29 04:00:00'), Timestamp('2024-02-29 05:00:00'), Timestamp('2024-02-29 06:00:00'), Timestamp('2024-02-29 07:00:00')]","[0.044369, 0.039944, 0.037065, 0.037946, 0.042587, 0.047542, 0.05388, 0.05226, 0.050952, 0.090364, 0.097411, 0.084947, 0.084356, 0.080341, 0.075643, 0.067926, 0.054303, 0.062245, 0.069797, 0.069564, 0.065334, 0.06768, 0.07243, 0.070645]","['MS', 'WS', 'WS', 'WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",24,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Sell,3,4,0,0
644,"[Timestamp('2024-02-29 08:00:00'), Timestamp('2024-02-29 09:00:00'), Timestamp('2024-02-29 10:00:00'), Timestamp('2024-02-29 11:00:00')]","[0.059507, 0.059784, 0.060506, 0.065341]","['WB', 'WB', 'WB', 'WB']",4,[],Buy,0,0,0,0
645,"[Timestamp('2024-02-29 12:00:00'), Timestamp('2024-02-29 13:00:00')]","[0.073151, 0.072513]","['WS', 'WS']",2,[],Sell,0,0,0,0
646,"[Timestamp('2024-02-29 14:00:00'), Timestamp('2024-02-29 15:00:00'), Timestamp('2024-02-29 16:00:00'), Timestamp('2024-02-29 17:00:00')]","[0.069706, 0.063014, 0.049686, 0.060448]","['WB', 'WB', 'SB', 'MB']",4,[],Buy,0,0,0,0
647,"[Timestamp('2024-02-29 18:00:00'), Timestamp('2024-02-29 19:00:00'), Timestamp('2024-02-29 20:00:00')]","[0.070642, 0.079462, 0.072615]","['WS', 'MS', 'MS']",3,"['local_min', 'local_max']",Sell,1,1,0,0
648,"[Timestamp('2024-02-29 21:00:00'), Timestamp('2024-02-29 22:00:00'), Timestamp('2024-02-29 23:00:00'), Timestamp('2024-03-01 00:00:00'), Timestamp('2024-03-01 01:00:00'), Timestamp('2024-03-01 02:00:00'), Timestamp('2024-03-01 03:00:00'), Timestamp('2024-03-01 04:00:00')]","[0.059875, 0.053539, 0.051235, 0.053925, 0.058834, 0.058714, 0.060894, 0.061244]","['MB', 'SB', 'SB', 'MB', 'MB', 'WB', 'WB', 'WB']",8,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
649,[Timestamp('2024-03-01 05:00:00')],[0.063673],['WS'],1,[],Sell,0,0,0,0
650,"[Timestamp('2024-03-01 06:00:00'), Timestamp('2024-03-01 07:00:00'), Timestamp('2024-03-01 08:00:00'), Timestamp('2024-03-01 09:00:00'), Timestamp('2024-03-01 10:00:00'), Timestamp('2024-03-01 11:00:00'), Timestamp('2024-03-01 12:00:00'), Timestamp('2024-03-01 13:00:00'), Timestamp('2024-03-01 14:00:00'), Timestamp('2024-03-01 15:00:00'), Timestamp('2024-03-01 16:00:00'), Timestamp('2024-03-01 17:00:00'), Timestamp('2024-03-01 18:00:00'), Timestamp('2024-03-01 19:00:00'), Timestamp('2024-03-01 20:00:00'), Timestamp('2024-03-01 21:00:00'), Timestamp('2024-03-01 22:00:00'), Timestamp('2024-03-01 23:00:00'), Timestamp('2024-03-02 00:00:00'), Timestamp('2024-03-02 01:00:00'), Timestamp('2024-03-02 02:00:00'), Timestamp('2024-03-02 03:00:00'), Timestamp('2024-03-02 04:00:00'), Timestamp('2024-03-02 05:00:00'), Timestamp('2024-03-02 06:00:00'), Timestamp('2024-03-02 07:00:00'), Timestamp('2024-03-02 08:00:00'), Timestamp('2024-03-02 09:00:00'), Timestamp('2024-03-02 10:00:00')]","[0.062592, 0.059441, 0.047464, 0.053674, 0.050203, 0.046638, 0.04325, 0.043797, 0.043101, 0.042145, 0.043353, 0.042494, 0.04006, 0.037984, 0.030522, 0.022922, 0.018428, 0.016228, 0.022584, 0.022356, 0.023551, 0.026006, 0.026064, 0.026346, 0.026136, 0.027824, 0.028574, 0.029126, 0.028991]","['WB', 'WB', 'SB', 'MB', 'MB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",29,"['local_max', 'local_min', 'local_max']",Buy,0,0,1,2
651,"[Timestamp('2024-03-02 11:00:00'), Timestamp('2024-03-02 12:00:00'), Timestamp('2024-03-02 13:00:00'), Timestamp('2024-03-02 14:00:00'), Timestamp('2024-03-02 15:00:00'), Timestamp('2024-03-02 16:00:00'), Timestamp('2024-03-02 17:00:00'), Timestamp('2024-03-02 18:00:00'), Timestamp('2024-03-02 19:00:00'), Timestamp('2024-03-02 20:00:00'), Timestamp('2024-03-02 21:00:00'), Timestamp('2024-03-02 22:00:00'), Timestamp('2024-03-02 23:00:00'), Timestamp('2024-03-03 00:00:00'), Timestamp('2024-03-03 01:00:00')]","[0.032485, 0.035715, 0.038401, 0.038879, 0.038614, 0.043499, 0.044612, 0.045043, 0.046281, 0.047469, 0.041975, 0.038781, 0.034895, 0.035452, 0.035894]","['WS', 'WS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'WS', 'WS', 'WS', 'WS']",15,"['local_min', 'local_max', 'local_min']",Sell,2,1,0,0
652,"[Timestamp('2024-03-03 02:00:00'), Timestamp('2024-03-03 03:00:00'), Timestamp('2024-03-03 04:00:00'), Timestamp('2024-03-03 05:00:00'), Timestamp('2024-03-03 06:00:00'), Timestamp('2024-03-03 07:00:00'), Timestamp('2024-03-03 08:00:00'), Timestamp('2024-03-03 09:00:00'), Timestamp('2024-03-03 10:00:00')]","[0.034215, 0.033592, 0.031975, 0.034601, 0.034589, 0.034157, 0.031139, 0.037176, 0.037497]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'MB', 'WB', 'WB']",9,"['local_max', 'local_min']",Buy,0,0,1,1
653,"[Timestamp('2024-03-03 11:00:00'), Timestamp('2024-03-03 12:00:00'), Timestamp('2024-03-03 13:00:00'), Timestamp('2024-03-03 14:00:00'), Timestamp('2024-03-03 15:00:00')]","[0.038107, 0.043169, 0.043982, 0.042231, 0.039398]","['WS', 'MS', 'MS', 'MS', 'WS']",5,[],Sell,0,0,0,0
654,[Timestamp('2024-03-03 16:00:00')],[0.036033],['WB'],1,[],Buy,0,0,0,0
655,"[Timestamp('2024-03-03 17:00:00'), Timestamp('2024-03-03 18:00:00'), Timestamp('2024-03-03 19:00:00'), Timestamp('2024-03-03 20:00:00'), Timestamp('2024-03-03 21:00:00'), Timestamp('2024-03-03 22:00:00'), Timestamp('2024-03-03 23:00:00'), Timestamp('2024-03-04 00:00:00'), Timestamp('2024-03-04 01:00:00'), Timestamp('2024-03-04 02:00:00'), Timestamp('2024-03-04 03:00:00'), Timestamp('2024-03-04 04:00:00'), Timestamp('2024-03-04 05:00:00'), Timestamp('2024-03-04 06:00:00'), Timestamp('2024-03-04 07:00:00'), Timestamp('2024-03-04 08:00:00'), Timestamp('2024-03-04 09:00:00'), Timestamp('2024-03-04 10:00:00'), Timestamp('2024-03-04 11:00:00'), Timestamp('2024-03-04 12:00:00'), Timestamp('2024-03-04 13:00:00'), Timestamp('2024-03-04 14:00:00'), Timestamp('2024-03-04 15:00:00')]","[0.039637, 0.043315, 0.045909, 0.049413, 0.04946, 0.05131, 0.05141, 0.068054, 0.083371, 0.077756, 0.071965, 0.067194, 0.061725, 0.057387, 0.055529, 0.076997, 0.08787, 0.08991, 0.086733, 0.087604, 0.085578, 0.081855, 0.077297]","['WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'WS', 'WS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS']",23,"['local_max', 'local_min']",Sell,1,1,0,0
656,[Timestamp('2024-03-04 16:00:00')],[0.062631],['WB'],1,[],Buy,0,0,0,0
657,[Timestamp('2024-03-04 17:00:00')],[0.069096],['WS'],1,[],Sell,0,0,0,0
658,"[Timestamp('2024-03-04 18:00:00'), Timestamp('2024-03-04 19:00:00'), Timestamp('2024-03-04 20:00:00'), Timestamp('2024-03-04 21:00:00'), Timestamp('2024-03-04 22:00:00'), Timestamp('2024-03-04 23:00:00'), Timestamp('2024-03-05 00:00:00')]","[0.067119, 0.065338, 0.052489, 0.042088, 0.038792, 0.039401, 0.065847]","['WB', 'WB', 'MB', 'SB', 'SB', 'SB', 'WB']",7,[],Buy,0,0,0,0
659,"[Timestamp('2024-03-05 01:00:00'), Timestamp('2024-03-05 02:00:00'), Timestamp('2024-03-05 03:00:00'), Timestamp('2024-03-05 04:00:00'), Timestamp('2024-03-05 05:00:00'), Timestamp('2024-03-05 06:00:00'), Timestamp('2024-03-05 07:00:00'), Timestamp('2024-03-05 08:00:00'), Timestamp('2024-03-05 09:00:00'), Timestamp('2024-03-05 10:00:00'), Timestamp('2024-03-05 11:00:00'), Timestamp('2024-03-05 12:00:00'), Timestamp('2024-03-05 13:00:00'), Timestamp('2024-03-05 14:00:00'), Timestamp('2024-03-05 15:00:00')]","[0.075092, 0.078769, 0.076632, 0.074336, 0.078538, 0.084114, 0.086319, 0.08813, 0.095781, 0.099376, 0.097938, 0.102738, 0.097513, 0.091514, 0.085312]","['WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'SS', 'MS', 'SS', 'MS', 'MS', 'WS']",15,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Sell,2,3,0,0
