datetime,open,high,low,close,volume
2024-04-18 00:00:00,61254.5,61503.0,60900.0,61495.6,11116.828
2024-04-17 23:00:00,61661.9,61743.7,61177.4,61254.5,6293.874
2024-04-17 22:00:00,61282.7,61698.8,61136.6,61660.8,5054.375
2024-04-17 21:00:00,60814.7,61645.1,60814.7,61282.7,12862.116
2024-04-17 20:00:00,60997.1,61437.6,60741.3,60814.7,11277.641
2024-04-17 19:00:00,61419.4,61447.2,60700.0,60997.2,20236.802
2024-04-17 18:00:00,61242.8,61938.0,61120.1,61419.4,25414.196
2024-04-17 17:00:00,60166.0,61326.0,60078.5,61242.7,22780.156
2024-04-17 16:00:00,60274.0,61086.2,59625.0,60165.9,53607.25
2024-04-17 15:00:00,61263.2,61518.6,59713.2,60272.0,72019.749
2024-04-17 14:00:00,62606.5,62629.8,60663.0,61263.2,67925.053
2024-04-17 13:00:00,62286.4,62957.2,62100.0,62606.6,19987.106
2024-04-17 12:00:00,62576.8,62810.9,62024.8,62286.4,20270.686
2024-04-17 11:00:00,62878.0,63147.1,62490.0,62576.9,12961.088
2024-04-17 10:00:00,63302.3,63323.8,62712.6,62878.0,14372.228
2024-04-17 09:00:00,63304.2,63518.7,63202.1,63302.2,5652.434
2024-04-17 08:00:00,63260.7,63562.7,63104.3,63304.2,8820.085
2024-04-17 07:00:00,63853.6,63913.0,63170.5,63260.8,12918.071
2024-04-17 06:00:00,63893.2,63975.0,63700.0,63853.5,5208.444
2024-04-17 05:00:00,64060.4,64483.3,63787.1,63893.1,11144.879
2024-04-17 04:00:00,63806.1,64216.6,63633.0,64060.4,6889.782
2024-04-17 03:00:00,63825.4,64048.8,63702.8,63806.0,4021.983
2024-04-17 02:00:00,63993.1,64283.3,63680.0,63825.3,7877.403
2024-04-17 01:00:00,63991.8,64035.6,63575.6,63993.1,7042.858
2024-04-17 00:00:00,63764.9,64214.5,63541.7,63991.9,9394.733
2024-04-16 23:00:00,63751.7,63855.0,63584.7,63765.0,4679.11
2024-04-16 22:00:00,63977.0,64056.0,63581.2,63751.6,7573.176
2024-04-16 21:00:00,62997.9,64356.3,62942.2,63977.3,22051.396
2024-04-16 20:00:00,62690.9,63040.7,62519.3,62998.0,6354.824
2024-04-16 19:00:00,62979.4,63080.0,62621.6,62691.0,8359.258
2024-04-16 18:00:00,62472.2,63015.0,62405.4,62979.4,14571.242
2024-04-16 17:00:00,62721.9,63277.1,62256.9,62472.3,25940.479
2024-04-16 16:00:00,61749.2,62729.0,61680.0,62721.9,24897.772
2024-04-16 15:00:00,62064.8,62391.8,61704.7,61749.2,24404.463
