datetime,sigai_output,signal
2023-04-19 08:00:00,0.0037707,WSB
2023-04-19 12:00:00,0.00228045,WSB
2023-04-19 13:00:00,0.00273588,WSB
2023-04-19 14:00:00,0.00287965,WSB
2023-04-19 15:00:00,0.00272697,WSB
2023-04-19 16:00:00,-0.00192903,WSB
2023-04-19 17:00:00,-0.00187331,WSB
2023-04-19 18:00:00,-0.00192044,WSB
2023-04-19 19:00:00,-0.00220155,WSB
2023-04-19 20:00:00,-0.0021741,WSB
2023-04-22 16:00:00,-1.346e-05,WSB
2023-04-22 17:00:00,-0.00032348,WSB
2023-04-22 18:00:00,0.00109767,WSB
2023-04-22 19:00:00,0.00138209,WSB
2023-04-22 20:00:00,-0.00292267,WSB
2023-04-22 21:00:00,-0.00287135,WSB
2023-04-22 22:00:00,-0.00262609,WSB
2023-04-22 23:00:00,-0.00276254,WSB
2023-04-23 00:00:00,-0.00758726,MSB
2023-04-23 01:00:00,-0.00531865,MSB
2023-04-25 00:00:00,-0.00178236,WSB
2023-04-25 01:00:00,-0.00242733,WSB
2023-04-25 02:00:00,-0.00254338,WSB
2023-04-25 04:00:00,-0.00325949,WSB
2023-04-25 05:00:00,-0.00327558,WSB
2023-04-26 08:00:00,0.00070396,WSB
2023-04-26 10:00:00,0.00072964,WSB
2023-04-26 11:00:00,0.00049387,WSB
2023-04-27 04:00:00,-0.00253973,WSB
2023-04-27 05:00:00,-0.00307202,WSB
2023-04-27 06:00:00,-0.00315348,WSB
2023-04-28 08:00:00,0.00138675,WSB
2023-04-28 20:00:00,-0.00020358,WSB
2023-04-28 21:00:00,-0.00126498,WSB
2023-04-28 22:00:00,-0.00211036,WSB
2023-04-28 23:00:00,-0.00262972,WSB
2023-04-29 00:00:00,-0.00574901,MSB
2023-04-29 01:00:00,-0.00604715,MSB
2023-04-29 02:00:00,-0.00763526,MSB
2023-04-29 03:00:00,-0.00870053,MSB
2023-04-29 04:00:00,-0.01141811,MSB
2023-04-29 05:00:00,-0.01060107,MSB
2023-04-29 06:00:00,-0.01022766,MSB
2023-05-01 00:00:00,0.000612,WSB
2023-05-01 01:00:00,0.00082547,WSB
2023-05-01 02:00:00,0.00070912,WSB
2023-05-01 03:00:00,0.00027355,WSB
2023-05-01 04:00:00,0.00038504,WSB
2023-05-01 05:00:00,0.00028078,WSB
2023-05-01 06:00:00,-0.00021211,WSB
2023-05-02 20:00:00,0.00054682,WSB
2023-05-02 21:00:00,0.00038934,WSB
2023-05-02 22:00:00,0.00077886,WSB
2023-05-02 23:00:00,0.00103182,WSB
2023-05-03 00:00:00,-0.0039137,MSB
2023-05-03 01:00:00,-0.00303018,WSB
2023-05-03 02:00:00,-0.00192265,WSB
2023-05-03 03:00:00,-0.00192099,WSB
2023-05-03 04:00:00,-0.00303565,WSB
